X,Y
1872,64.8205
1873,63.7436
1874,61.5513
1875,60.5128
1876,61.5513
1877,63.0897
1878,61.6282
1879,61.3974
1880,61.5128
1881,62.0128
1882,61.6667
1883,60.7436
1884,59.8205
1885,59.1667
1886,59.9744
1887,59.7436
1888,60.2821
1889,60.7436
1890,60.2051
1891,58.8974
1892,58.0513
1893,58.0128
1894,59.2821
1895,59.4744
1896,59.2051
1897,58.9359
1898,59.2436
1899,59.3590
1900,58.0128
1901,56.4744
1902,55.0385
1903,51.3846
1904,50.3077
1905,49.5385
1906,47.4231
1907,49.3846
1908,51.1923
1909,48.4231
1910,49.8077
1911,52.5000
1912,54.4231
1913,55.5385
1914,57.8077
1915,60.2692
1916,60.3846
1917,58.8077
1918,58.9231
1919,61.2692
1920,62.0769
1921,61.5769
1922,62.3846
1923,63.4615
1924,63.8077
1925,64.0000
1926,61.9359
1927,63.1667
1928,63.9359
1929,63.1282
1930,62.3974
1931,62.8590
1932,63.3974
1933,63.6282
1934,62.4744
1935,61.2821
1936,60.6667
1937,61.5128
1938,63.1282
1939,63.6667
1940,63.6667
1941,63.3590
1942,63.7436
1943,63.8974
1944,63.4744
1945,62.8590
1946,62.7051
1947,63.7051
1948,64.3974
1949,64.3590
1950,65.3974
1951,64.6282
1952,64.3974
1953,65.5513
1954,66.7821
1955,67.0128
1956,66.8974
1957,66.5897
1958,66.2308
1959,65.9615
1960,65.1538
1961,64.8462
1962,65.9231
1963,66.0385
1964,65.6154
1965,65.6538
1966,63.9231
1967,63.4615
1968,63.3077
1969,63.3462
1970,63.8462
1971,64.4231
1972,64.6154
1973,64.7308
1974,64.4615
1975,65.0385
1976,65.8077
1977,65.6538
1978,64.5769
1979,63.0385
1980,62.6154
1981,62.6154
1982,62.6538
1983,61.9231
1984,62.2692
1985,63.8462
1986,64.4231
1987,64.2308
1988,64.6923
1989,65.8846
1990,64.3462
1991,65.1154
1992,65.5769
1993,65.5385
1994,65.0769
1995,65.1154
1996,65.6154
1997,66.1923
1998,64.3846
1999,63.1538
2000,62.5385
2001,63.6154
2002,64.1923
2003,63.5385
2004,62.7692
2005,62.9231
2006,63.5769
2007,64.0769
2008,64.7692
2009,65.9231
2010,67.0000
2011,67.3462
2012,66.7692
2013,65.7692
2014,65.8846
2015,64.1538
2016,64.1923
2017,64.3077
2018,63.3846
2019,64.3846
2020,66.2308
2021,66.3077
2022,65.3333
2023,64.9487
2024,64.2564
2025,64.1410
2026,64.5641
2027,65.1795
2028,65.2949
2029,64.7949
2030,65.7564
2031,65.3718
2032,65.4487
2033,66.0641
2034,66.3333
2035,65.9487
2036,65.2179
2037,64.5641
2038,64.1410
2039,63.5641
2040,64.3718
2041,65.2564
2042,64.9487
2043,64.7949
2044,65.2179
2045,65.1795
2046,64.0256
2047,65.8718
2048,67.2564
2049,67.6795
2050,67.6410
2051,67.6410
2052,66.2949
2053,64.6026
2054,66.3077
2055,63.8077
2056,64.0769
2057,65.7308
2058,65.5769
2059,65.1923
2060,65.6538
2061,65.7692
2062,67.1923
2063,65.5385
2064,65.1154
2065,66.2692
2066,66.0769
2067,64.1923
2068,63.8846
2069,65.1923
2070,64.6154
2071,63.9231
2072,64.1923
2073,64.3846
2074,64.9231
2075,64.8846
2076,65.0385
2077,65.0000
2078,63.8077
2079,62.6923
2080,64.2692
2081,64.0000
2082,63.8462
2083,65.9231
2084,65.3846
2085,63.6923
2086,65.1923
2087,65.6923
2088,65.2692
2089,64.1923
2090,64.1538
2091,64.9615
2092,64.5769
2093,63.4231
2094,64.4615
2095,64.4231
2096,64.3077
2097,63.8462
2098,64.1538
2099,64.6923
2100,65.1923
2101,65.1538
2102,66.8205
2103,66.8590
2104,67.2051
2105,68.1282
2106,68.4744
2107,68.6282
2108,68.9744
2109,69.4744
2110,69.5128
2111,70.3205
2112,71.3205
2113,71.5897
2114,70.8590
2115,69.9359
2116,69.4359
2117,69.7436
2118,68.5385
2119,66.9231
2120,67.6923
2121,68.5385
2122,68.1154
2123,68.9231
2124,69.7692
2125,68.5000
2126,67.1538
2127,63.5769
2128,58.3846
2129,54.1538
2130,50.0000
2131,46.6538
2132,45.5769
2133,46.2692
2134,46.5769
2135,49.2692
2136,52.1538
2137,54.3077
2138,57.6538
2139,61.3846
2140,63.8846
2141,64.3846
2142,66.5000
2143,68.6154
2144,69.3846
2145,68.5769
2146,68.5385
2147,67.2308
2148,66.0769
2149,66.8846
2150,68.9872
2151,68.0256
2152,67.7949
2153,68.6026
2154,69.1795
2155,68.7564
2156,67.8718
2157,67.3333
2158,66.2179
2159,66.9103
2160,67.4103
2161,66.8718
2162,66.3333
2163,66.2179
2164,66.6026
2165,67.3333
2166,67.6410
2167,66.8718
2168,66.9487
2169,68.3718
2170,69.2949
2171,69.2179
2172,68.1410
2173,67.7949
2174,67.5256
2175,68.1795
2176,68.2179
2177,67.9103
2178,67.6410
2179,68.3718
2180,69.3333
2181,69.8718
2182,69.0256
2183,69.1026
2184,69.3718
2185,69.3718
2186,69.6795
2187,70.1026
2188,70.3718
2189,70.4872
2190,71.2179
2191,70.3718
2192,71.2179
2193,71.6410
2194,69.9103
2195,69.3333
2196,69.7564
2197,68.5256
2198,69.4487
2199,69.9103
2200,68.7179
2201,68.9487
2202,70.7949
2203,70.3718
2204,68.6026
2205,68.3718
2206,69.0641
2207,69.7179
2208,70.8333
2209,71.8333
2210,72.2949
2211,72.0256
2212,71.6410
2213,71.3333
2214,70.6026
2215,71.0641
2216,71.8333
2217,70.7564
2218,68.6410
2219,68.5256
2220,69.5641
2221,69.8718
2222,70.1410
2223,70.0256
2224,68.9487
2225,67.0641
2226,65.9872
2227,66.0256
2228,66.1795
2229,66.2949
2230,67.8333
2231,66.2179
2232,64.6795
2233,64.3718
2234,64.7564
2235,65.1410
2236,65.5256
2237,65.7949
2238,65.4103
2239,66.4872
2240,67.2179
2241,66.6795
2242,65.8718
2243,66.1026
2244,66.7949
2245,67.3333
2246,66.9872
2247,68.3333
2248,67.5641
2249,67.1026
2250,68.6410
2251,68.7949
2252,67.7179
2253,67.9872
2254,67.5256
2255,68.1410
2256,68.7564
2257,68.7949
2258,68.4872
2259,67.7949
2260,67.7949
2261,67.8718
2262,67.4103
2263,66.7179
2264,66.6410
2265,67.5256
2266,67.9487
2267,67.8333
2268,67.3333
2269,67.2564
2270,67.1410
2271,66.4872
2272,66.1410
2273,66.2564
2274,66.8333
2275,68.4487
2276,68.6410
2277,66.6538
2278,62.2436
2279,60.1282
2280,57.3205
2281,47.4359
2282,37.8974
2283,32.6667
2284,27.4744
2285,25.2821
2286,25.1667
2287,30.3205
2288,31.0513
2289,33.1667
2290,40.0513
2291,44.5513
2292,48.8590
2293,55.7436
2294,60.5256
2295,61.4872
2296,64.6026
2297,66.2949
2298,66.4487
2299,67.4103
2300,67.2949
2301,64.3333
2302,63.6795
2303,63.7949
2304,63.8333
2305,63.4487
2306,62.1795
2307,61.4872
2308,62.4872
2309,64.2179
2310,63.3718
2311,63.9487
2312,64.8718
2313,66.0256
2314,67.4103
2315,68.6795
2316,69.0641
2317,68.7564
2318,66.3718
2319,66.2179
2320,66.5641
2321,66.9103
2322,65.9872
2323,65.2564
2324,66.0641
2325,68.0256
2326,69.6410
2327,69.4103
2328,69.7949
2329,70.7179
2330,71.2179
2331,70.9103
2332,70.0641
2333,69.3333
2334,68.6795
2335,68.9487
2336,69.1795
2337,68.6026
2338,68.1410
2339,68.4487
2340,69.1410
2341,69.6410
2342,69.9487
2343,69.9103
2344,69.4487
2345,68.2179
2346,67.0256
2347,66.4872
2348,66.8718
2349,67.3718
2350,68.4103
2351,69.2949
2352,69.3718
2353,69.1026
2354,69.4103
2355,70.6026
2356,69.9103
2357,67.9103
2358,67.0641
2359,66.9487
2360,67.2179
2361,67.6026
2362,68.4872
2363,68.7949
2364,68.4103
2365,67.3718
2366,65.6795
2367,65.6795
2368,65.2179
2369,63.9103
2370,62.2949
2371,62.0641
2372,62.9487
2373,64.1795
2374,63.7179
2375,64.3333
2376,65.2949
2377,65.9487
2378,65.9103
2379,65.6410
2380,66.2564
2381,66.7179
2382,66.6410
2383,66.9872
2384,66.9487
2385,66.5641
2386,66.0256
2387,65.7179
2388,66.1026
2389,66.6026
2390,67.1795
2391,66.7949
2392,66.7564
2393,67.2179
2394,67.4103
2395,66.7564
2396,65.7564
2397,65.5256
2398,65.9487
2399,64.9103
2400,64.5641
2401,64.4103
2402,63.8718
2403,64.4487
2404,65.5256
2405,65.6026
2406,64.9872
2407,63.9103
2408,65.0256
2409,65.3718
2410,63.4487
2411,63.2564
2412,64.8333
2413,64.7564
2414,65.9103
2415,65.6795
2416,65.4103
2417,64.6410
2418,63.5641
2419,63.5641
2420,64.0641
2421,64.8718
2422,64.6795
2423,63.4487
2424,62.6795
2425,63.3718
2426,63.6410
2427,63.3333
2428,63.6410
2429,64.6410
2430,64.6795
2431,65.6026
2432,65.4872
2433,64.1410
2434,63.3333
2435,63.8333
2436,65.0256
2437,65.6410
2438,64.5641
2439,65.3718
2440,65.1410
2441,64.4487
2442,65.2179
2443,65.4872
2444,64.9872
2445,64.9487
2446,65.4872
2447,64.8333
2448,64.4103
2449,64.5256
2450,64.4103
2451,64.3333
2452,64.4487
2453,64.7179
2454,65.7179
2455,65.5641
2456,65.2179
2457,64.7179
2458,64.1026
2459,64.0641
2460,65.2564
2461,66.5256
2462,64.5641
2463,64.9103
2464,64.7564
2465,64.0641
2466,63.5641
2467,63.5641
2468,63.7179
2469,63.8718
2470,64.2949
2471,64.6410
2472,64.3718
2473,63.2179
2474,62.6410
2475,63.0641
2476,63.1026
2477,62.7949
2478,62.6410
2479,63.1795
2480,63.2179
2481,62.8718
2482,62.6795
2483,62.7179
2484,62.8333
2485,62.6410
2486,63.3333
2487,63.3333
2488,63.4103
2489,62.6410
2490,61.5256
2491,60.6026
2492,60.6795
2493,61.4103
2494,60.8718
2495,62.0256
2496,63.7564
2497,63.7949
2498,63.6026
2499,65.1026
2500,65.6026
2501,64.0256
2502,64.6026
2503,63.7949
2504,63.0256
2505,63.0641
2506,63.5641
2507,64.1410
2508,64.1410
2509,64.1026
2510,63.9872
2511,64.0641
2512,64.6026
2513,65.3718
2514,65.1795
2515,63.8333
2516,63.4487
2517,63.6026
2518,62.9487
2519,62.4103
2520,61.9487
2521,62.2179
2522,62.4872
2523,62.4103
2524,62.1026
2525,61.7564
2526,61.2308
2527,61.9615
2528,62.3462
2529,62.0769
2530,62.1923
2531,62.8077
2532,63.0385
2533,62.8077
2534,62.6026
2535,62.4487
2536,61.9487
2537,61.7949
2538,62.6410
2539,63.4487
2540,63.3718
2541,62.7179
2542,63.1026
2543,64.4487
2544,65.5256
2545,65.7179
2546,66.0641
2547,66.2949
2548,65.8718
2549,64.7179
2550,65.6538
2551,65.3846
2552,65.0385
2553,65.0000
2554,65.0769
2555,64.6154
2556,63.5769
2557,62.9231
2558,61.8077
2559,61.0000
2560,60.6923
2561,61.5769
2562,61.5385
2563,60.2692
2564,59.8462
2565,60.0769
2566,60.2308
2567,60.1923
2568,59.8462
2569,59.3077
2570,58.6154
2571,58.6154
2572,58.6923
2573,58.8462
2574,58.1538
2575,59.0385
2576,60.2692
2577,60.5769
2578,59.5769
2579,58.6538
2580,58.8077
2581,59.6538
2582,57.9231
2583,57.8846
2584,57.9615
2585,58.3462
2586,58.8846
2587,59.5385
2588,59.6154
2589,59.4615
2590,60.5385
2591,59.4615
2592,59.0385
2593,60.1538
2594,60.8846
2595,60.3846
2596,60.1538
2597,60.6923
2598,62.9103
2599,60.3718
2600,57.8718
2601,56.7949
2602,54.7692
2603,50.9231
2604,47.7308
2605,46.1538
2606,42.1538
2607,39.3462
2608,37.5769
2609,39.4231
2610,42.0385
2611,44.0769
2612,45.5000
2613,46.8077
2614,48.5000
2615,50.0769
2616,52.5385
2617,53.6538
2618,52.8846
2619,51.5000
2620,51.9231
2621,53.0000
2622,52.2308
2623,51.1538
2624,49.9615
2625,49.2308
2626,49.0769
2627,48.8077
2628,48.4231
2629,47.8846
2630,49.3077
2631,49.5000
2632,49.8846
2633,50.4615
2634,51.3462
2635,52.1154
2636,52.6538
2637,52.8462
2638,51.3846
2639,52.2308
2640,52.8846
2641,52.2692
2642,51.0000
2643,50.1538
2644,50.4615
2645,51.0769
2646,52.2308
2647,51.8077
2648,50.6923
2649,49.8462
2650,50.1923
2651,50.9231
2652,51.0769
2653,50.2692
2654,49.3462
2655,49.7308
2656,49.9231
2657,49.8077
2658,50.1923
2659,50.6923
2660,50.4615
2661,49.4231
2662,51.4487
2663,51.8333
2664,51.8333
2665,50.8333
2666,49.8718
2667,48.9487
2668,47.8718
2669,46.9487
2670,46.1795
2671,47.3333
2672,47.9487
2673,47.3718
2674,47.1410
2675,47.8718
2676,48.4103
2677,48.2949
2678,46.6538
2679,47.3462
2680,48.1154
2681,48.0769
2682,47.0769
2683,45.7692
2684,44.7692
2685,44.1154
2686,44.5385
2687,44.0769
2688,43.7308
2689,43.8077
2690,43.6538
2691,43.2692
2692,43.2692
2693,43.4615
2694,42.2308
2695,43.6538
2696,44.0769
2697,43.5000
2698,43.6923
2699,44.4231
2700,43.3462
2701,41.2308
2702,41.9231
2703,43.3846
2704,43.5000
2705,43.0769
2706,43.6538
2707,43.5000
2708,42.8462
2709,43.3077
2710,44.0385
2711,42.2308
2712,41.0000
2713,41.3462
2714,42.0769
2715,41.8077
2716,41.4231
2717,41.2692
2718,40.5385
2719,40.5769
2720,40.3462
2721,39.5385
2722,39.0769
2723,39.1538
2724,39.6538
2725,39.9231
2726,40.3846
2727,41.0769
2728,41.0769
2729,40.3846
2730,41.0000
2731,42.3846
2732,41.6923
2733,39.9231
2734,39.9615
2735,40.8077
2736,40.9615
2737,40.8077
2738,41.5000
2739,41.9615
2740,40.7692
2741,38.6923
2742,39.7308
2743,40.4231
2744,41.2308
2745,41.2308
2746,40.0769
2747,38.8462
2748,38.8077
2749,39.3846
2750,38.7308
2751,38.6923
2752,38.1923
2753,38.3846
2754,38.8462
2755,39.3077
2756,39.2308
2757,38.9615
2758,38.5769
2759,38.6538
2760,37.6923
2761,36.4615
2762,36.3462
2763,37.3846
2764,37.5000
2765,37.2308
2766,37.5385
2767,37.6923
2768,37.9231
2769,38.1538
2770,37.3462
2771,36.5000
2772,36.8077
2773,37.7692
2774,37.6154
2775,38.0769
2776,37.8846
2777,37.5000
2778,37.3846
2779,37.5385
2780,37.0385
2781,36.1923
2782,37.0385
2783,35.7308
2784,34.2692
2785,34.4231
2786,34.9615
2787,35.0769
2788,34.9615
2789,34.8077
2790,35.5385
2791,37.0769
2792,37.7692
2793,37.1923
2794,36.9615
2795,37.1923
2796,36.7308
2797,35.4231
2798,34.4615
2799,34.7692
2800,35.2308
2801,35.5769
2802,34.7692
2803,33.5385
2804,33.1538
2805,33.5385
2806,33.7051
2807,33.5128
2808,33.1282
2809,32.7436
2810,32.0897
2811,32.0897
2812,32.1282
2813,32.0513
2814,31.4359
2815,30.9359
2816,31.2821
2817,32.5513
2818,33.2436
2819,32.8205
2820,32.1667
2821,32.0513
2822,32.7051
2823,33.3974
2824,33.1282
2825,31.7051
2826,30.8590
2827,31.2436
2828,31.6282
2829,31.5897
2830,31.2436
2831,30.0128
2832,29.8590
2833,30.5897
2834,30.1282
2835,28.6667
2836,29.3205
2837,31.4744
2838,31.7436
2839,31.8590
2840,32.5897
2841,33.5513
2842,33.3205
2843,31.9744
2844,31.0128
2845,31.0513
2846,30.7051
2847,30.4744
2848,30.0128
2849,29.1282
2850,28.2821
2851,28.1282
2852,28.7051
2853,29.3974
2854,28.0128
2855,27.2821
2856,26.5513
2857,26.4359
2858,26.8974
2859,27.3205
2860,26.8590
2861,26.6282
2862,24.0769
2863,25.1923
2864,23.5769
2865,22.0385
2866,22.4231
2867,21.7692
2868,20.6154
2869,21.0000
2870,20.5000
2871,21.3077
2872,22.3077
2873,23.0385
2874,23.0000
2875,22.8846
2876,22.4231
2877,22.2308
2878,21.1923
2879,22.1538
2880,22.5385
2881,21.7692
2882,21.0769
2883,21.0000
2884,20.9231
2885,20.5385
2886,20.1923
2887,20.6538
2888,20.5000
2889,19.9231
2890,20.1154
2891,20.6923
2892,21.0769
2893,20.6923
2894,20.7308
2895,21.1538
2896,21.2308
2897,20.7692
2898,20.2692
2899,19.9231
2900,19.5769
2901,19.1154
2902,19.2308
2903,18.7692
2904,18.1154
2905,18.0000
2906,18.0000
2907,17.9231
2908,18.0000
2909,18.4615
2910,18.0769
2911,19.0385
2912,19.0385
2913,17.5769
2914,16.6154
2915,16.5000
2916,16.6923
2917,16.5385
2918,17.4231
2919,17.9615
2920,18.3846
2921,17.7692
2922,16.9615
2923,16.5769
2924,17.3077
2925,18.2308
2926,18.3846
2927,18.2308
2928,18.5000
2929,18.5385
2930,18.4231
2931,18.0000
2932,18.1154
2933,18.5000
2934,18.0385
2935,18.7308
2936,18.9231
2937,18.4231
2938,16.7308
2939,15.8077
2940,16.0385
2941,16.8077
2942,16.7308
2943,16.4615
2944,16.0000
2945,15.6538
2946,15.3846
2947,15.2308
2948,15.1154
2949,15.1154
2950,15.8077
2951,15.8846
2952,15.6923
2953,15.4231
2954,15.3077
2955,15.4231
2956,15.0769
2957,14.3846
2958,14.1538
2959,14.5385
2960,15.0769
2961,15.1923
2962,15.3077
2963,15.4231
2964,15.8846
2965,16.2692
2966,14.9231
2967,14.7692
2968,14.5385
2969,14.6923
2970,14.9615
2971,15.0385
2972,15.1923
2973,15.0769
2974,14.5000
2975,14.8077
2976,14.8077
2977,14.7308
2978,15.6538
2979,16.8846
2980,17.6154
2981,17.6923
2982,18.3077
2983,18.3846
2984,19.3846
2985,21.5385
2986,22.5513
2987,23.2436
2988,25.2436
2989,27.2436
2990,27.1667
2991,29.0513
2992,30.3462
2993,31.7692
