X,Y
505,82.5641
506,82.7179
507,79.9103
508,80.0128
509,81.2051
510,82.7051
511,81.2436
512,81.5897
513,79.1667
514,77.3590
515,77.7821
516,78.2436
517,80.9744
518,82.1538
519,82.8846
520,85.2051
521,83.2821
522,82.2821
523,84.3974
524,83.9744
525,83.2821
526,82.9359
527,85.3205
528,83.5000
529,82.0769
530,84.1538
531,85.0385
532,85.9231
533,89.0000
534,87.5769
535,87.1923
536,88.3462
537,88.0385
538,85.3462
539,84.9615
540,84.0385
541,80.0000
542,82.1667
543,84.5256
544,87.3846
545,83.7436
546,81.6282
547,82.6282
548,81.2308
549,81.0769
550,80.1538
551,78.3846
552,77.6538
553,78.6923
554,79.1923
555,78.3846
556,78.3462
557,79.2692
558,79.5256
559,80.1026
560,78.5256
561,76.7179
562,77.1282
563,77.7564
564,78.8333
565,81.1154
566,77.5769
567,74.7308
568,73.5513
569,75.2949
570,76.5897
571,76.0256
572,75.2692
573,75.2436
574,77.2436
575,76.7949
576,76.3846
577,75.6923
578,74.1923
579,72.7436
580,70.9872
581,69.0000
582,68.9487
583,67.2564
584,66.7436
585,68.8590
586,71.3205
587,71.2051
588,69.3077
589,67.7692
590,65.9103
591,65.7949
592,66.9359
593,68.0128
594,69.1282
595,71.2821
596,70.6667
597,67.4231
598,69.2308
599,67.6282
600,67.0769
601,68.0000
602,68.1923
603,66.7051
604,65.9231
605,66.1026
606,67.0769
607,66.0769
608,68.1538
609,69.1923
610,66.4615
611,65.6154
612,66.0000
613,64.6923
614,65.0641
615,62.9487
616,60.1026
617,58.1026
618,57.5000
619,56.2308
620,54.9744
621,53.3590
622,54.5000
623,53.5769
624,53.1026
625,52.2179
626,52.1538
627,51.0769
628,50.5385
629,50.3846
630,49.6282
631,48.2051
632,47.2051
633,47.1282
634,47.2949
635,46.4487
636,44.9231
637,44.0385
638,45.0128
639,43.9359
640,43.3718
641,43.4872
642,43.2179
643,42.7564
644,42.6923
645,43.0769
646,42.4615
647,44.5385
648,45.4231
649,44.0000
650,43.1923
651,43.7692
652,43.7692
653,42.7308
654,44.5000
655,43.7308
656,43.1538
657,43.5769
658,43.4231
659,43.1154
660,42.8077
661,42.9231
662,41.0769
663,42.3077
664,42.2308
665,40.4615
666,40.3462
667,41.6154
668,42.0769
669,40.8077
670,40.3590
671,39.3974
672,38.3718
673,38.2179
674,38.2564
675,37.8333
676,37.3718
677,37.4103
678,36.8590
679,36.2436
680,36.3718
681,36.7821
682,37.4744
683,36.8974
684,34.9103
685,0.0000
686,0.0769
687,0.0385
688,0.0000
689,0.0385
690,31.7821
691,32.1282
692,32.2821
693,31.9744
694,32.6795
695,33.6410
696,33.7949
697,32.9103
698,32.0641
699,31.6410
700,31.0256
701,0.1154
702,0.0385
703,0.0000
704,0.0000
705,0.0000
706,23.6410
707,33.9872
708,35.1026
709,36.4103
710,36.0769
711,35.4615
712,36.0769
713,36.3077
714,35.5385
715,36.7308
716,37.2692
717,35.4615
718,35.0000
719,34.7308
720,34.5769
721,34.6923
722,34.9615
723,34.6795
724,34.3077
725,33.9744
726,35.1923
727,34.8205
728,34.7436
729,34.9744
730,35.9744
731,36.3205
732,36.7436
733,36.7436
734,35.7436
735,35.7051
736,35.8974
737,36.2436
738,36.3974
739,35.8974
740,35.0513
741,34.3590
742,36.7821
743,35.9744
744,35.1667
745,34.9359
746,36.4744
747,37.1282
748,36.0128
749,34.3974
750,36.3974
751,36.5897
752,36.6282
753,36.3205
754,35.8205
755,35.5897
756,35.5128
757,35.4744
758,34.4487
759,34.2564
760,34.5641
761,35.1795
762,35.8718
763,35.9872
764,35.4872
765,35.0641
766,35.2179
767,34.2949
768,34.3333
769,35.8333
770,36.3333
771,35.3718
772,34.7179
773,34.9872
774,34.7308
775,35.1154
776,35.5385
777,35.8462
778,35.5385
779,34.8846
780,34.6154
781,34.5769
782,33.4231
783,34.3077
784,34.3846
785,33.1923
786,33.1538
787,34.5000
788,35.0769
789,34.6923
790,33.5385
791,34.1154
792,34.3846
793,34.6538
794,35.3846
795,36.2692
796,36.0385
797,35.3077
798,33.9231
799,34.5769
800,35.1154
801,35.1154
802,35.0000
803,35.1923
804,35.3462
805,35.5385
806,35.0769
807,34.1154
808,34.0769
809,33.0000
810,31.5385
811,32.4231
812,33.3462
813,31.8462
814,33.5000
815,32.8077
816,34.1923
817,34.8077
818,32.8846
819,32.3846
820,33.6154
821,33.8846
822,32.8462
823,33.2692
824,33.4231
825,33.0000
826,32.0769
827,31.5769
828,31.8077
829,32.5385
830,32.9615
831,33.5000
832,34.3462
833,34.6923
834,34.3462
835,33.4615
836,33.0385
837,32.9615
838,32.5000
839,32.3462
840,31.9231
841,31.5000
842,31.0385
843,30.9615
844,31.4615
845,31.7308
846,31.4615
847,31.4231
848,31.9231
849,32.5385
850,32.7692
851,32.0385
852,31.0769
853,30.4615
854,29.8846
855,29.6538
856,27.5000
857,25.6154
858,25.3077
859,24.2308
860,23.5513
861,23.9359
862,23.5897
863,22.2821
864,21.8974
865,22.1282
866,21.5128
867,20.2821
868,19.5385
869,19.5385
870,19.3205
871,19.7821
872,19.9872
873,20.9872
874,22.5256
875,24.6795
876,27.0641
877,28.6410
878,28.4872
879,29.5256
880,29.6410
881,30.0641
882,31.2949
883,32.4103
884,31.9872
885,30.7179
886,29.6154
887,29.5000
888,29.5385
889,29.5000
890,29.6923
891,30.1154
892,30.4231
893,30.6538
894,30.6538
895,30.0385
896,29.7308
897,30.3462
898,30.7308
899,30.5769
900,30.6538
901,30.8846
902,31.6410
903,30.9103
904,30.4487
905,30.4487
906,30.6410
907,30.6795
908,31.2564
909,31.9487
910,32.0641
911,32.1795
912,32.6410
913,33.4103
914,33.3333
915,33.1795
916,33.4872
917,33.8333
918,33.0385
919,32.8462
920,32.9615
921,33.3462
922,33.1538
923,32.6923
924,33.0385
925,33.9615
926,34.1154
927,33.7308
928,33.5385
929,33.6154
930,33.0385
931,32.2308
932,32.1154
933,32.5769
934,32.6923
935,32.3846
936,32.2308
937,32.0385
938,31.7308
939,31.6538
940,32.2692
941,33.0385
942,32.1923
943,32.5769
944,33.1538
945,33.8077
946,33.9231
947,33.5769
948,33.4615
949,33.6923
950,33.9615
951,33.9231
952,33.1154
953,33.3846
954,35.0000
955,34.2308
956,33.5000
957,34.6923
958,34.9615
959,35.0769
960,34.8077
961,34.8077
962,35.1538
963,35.9231
964,35.5000
965,34.4615
966,36.1923
967,36.3077
968,35.9231
969,35.1154
970,34.3077
971,33.9615
972,34.3077
973,34.8462
974,35.2308
975,34.2692
976,33.2692
977,33.1154
978,33.6154
979,34.0000
980,34.0769
981,33.6923
982,33.6923
983,34.2308
984,34.3077
985,33.5385
986,33.3462
987,34.1923
988,34.8846
989,35.0385
990,35.9231
991,34.2692
992,33.1538
993,33.8462
994,34.5769
995,34.5000
996,34.0769
997,34.0769
998,32.5769
999,32.3462
1000,32.1154
1001,31.9615
1002,32.1154
1003,32.7308
1004,33.1154
1005,33.3077
1006,32.8846
1007,32.6538
1008,32.8077
1009,33.1154
1010,33.4231
1011,32.9615
1012,32.1923
1013,31.5769
1014,32.0769
1015,32.9615
1016,33.0769
1017,31.7308
1018,30.8077
1019,30.9231
1020,31.4615
1021,31.5000
1022,32.2308
1023,32.6154
1024,33.0385
1025,33.2692
1026,33.2308
1027,33.1154
1028,33.0769
1029,33.2692
1030,32.4615
1031,32.5385
1032,33.1923
1033,34.1538
1034,34.2308
1035,33.9615
1036,34.7308
1037,35.5769
1038,36.3846
1039,36.9231
1040,37.1154
1041,36.6154
1042,36.5769
1043,36.2308
1044,34.6538
1045,33.1538
1046,32.4231
1047,32.8846
1048,33.3077
1049,33.6154
1050,34.4231
1051,35.2692
1052,34.8846
1053,33.3077
1054,33.7308
1055,33.4231
1056,33.1923
1057,32.6923
1058,32.2692
1059,31.9615
1060,32.1538
1061,32.2308
1062,31.9615
1063,31.2692
1064,31.3077
1065,32.2308
1066,31.7308
1067,30.5385
1068,30.7692
1069,32.2692
1070,32.4231
1071,32.7692
1072,33.0000
1073,33.1923
1074,33.0769
1075,32.6923
1076,32.0000
1077,31.5385
1078,33.6923
1079,33.4231
1080,34.2692
1081,35.1154
1082,35.3077
1083,35.1923
1084,35.8462
1085,37.1154
1086,37.5000
1087,37.0000
1088,36.0385
1089,35.1923
1090,34.6154
1091,34.6538
1092,34.9231
1093,35.2692
1094,35.0256
1095,34.8718
1096,34.0256
1097,32.5897
1098,31.8077
1099,31.5769
1100,31.4231
1101,31.1923
1102,33.2308
1103,31.6923
1104,30.6410
1105,29.8333
1106,27.9872
1107,25.6026
1108,24.8333
1109,25.4872
1110,26.4615
1111,26.5000
1112,26.3333
1113,27.0256
1114,28.2564
1115,30.0641
1116,31.2179
1117,31.8333
1118,33.8333
1119,33.9103
1120,33.9615
1121,34.1538
1122,34.8846
1123,35.6154
1124,35.6923
1125,35.3077
1126,34.7436
1127,35.3974
1128,35.6667
1129,35.4744
1130,34.8590
1131,34.5513
1132,34.7436
1133,35.2436
1134,35.3205
1135,35.7051
1136,35.2821
1137,35.3974
1138,35.7821
1139,34.6282
1140,34.9359
1141,37.7821
1142,37.3974
1143,36.6282
1144,37.6667
1145,38.8974
1146,38.0897
1147,38.0128
1148,38.9359
1149,38.8974
1150,38.3590
1151,39.0897
1152,39.0513
1153,38.8974
1154,38.8974
1155,38.5513
1156,37.8974
1157,36.7051
1158,38.1282
1159,37.3590
1160,36.0128
1161,34.8974
1162,35.5513
1163,37.3205
1164,38.0128
1165,37.7821
1166,37.9359
1167,39.1282
1168,39.6667
1169,39.0513
1170,37.7051
1171,37.2436
1172,37.8974
1173,39.1667
1174,38.9744
1175,39.1667
1176,39.8590
1177,40.5897
1178,40.5128
1179,39.6667
1180,38.9744
1181,38.7051
1182,37.7436
1183,37.4744
1184,38.2051
1185,39.0897
1186,39.1282
1187,38.0513
1188,37.3974
1189,37.4359
1190,37.5128
1191,38.9359
1192,40.3205
1193,40.3205
1194,40.7821
1195,41.3205
1196,40.7051
1197,39.3974
1198,38.9359
1199,38.3205
1200,38.0128
1201,37.6667
1202,37.9359
1203,37.9744
1204,37.8590
1205,37.6282
1206,38.9359
1207,39.8205
1208,40.1282
1209,39.5897
1210,39.3974
1211,39.6667
1212,39.5897
1213,39.0128
1214,41.0128
1215,39.8590
1216,41.1667
1217,42.4359
1218,41.0128
1219,39.8205
1220,39.3974
1221,37.9744
1222,38.7821
1223,36.9359
1224,36.7436
1225,38.2821
1226,38.4744
1227,37.0128
1228,36.5897
1229,37.6282
1230,35.8205
1231,36.6282
1232,36.0513
1233,34.2436
1234,33.3590
1235,33.7436
1236,33.3974
1237,32.3590
1238,31.4359
1239,30.9744
1240,30.2436
1241,29.5897
1242,30.0128
1243,30.8590
1244,31.3974
1245,31.2821
1246,31.0513
1247,32.2821
1248,34.2436
1249,36.2436
1250,37.6282
1251,37.7436
1252,37.0897
1253,36.3590
1254,38.2051
1255,38.0897
1256,38.0513
1257,38.0897
1258,37.8974
1259,37.4744
1260,36.6795
1261,36.1026
1262,35.9487
1263,36.1026
1264,36.7949
1265,36.7564
1266,36.9103
1267,37.1026
1268,37.2949
1269,37.5641
1270,38.1026
1271,37.1026
1272,36.1026
1273,35.2564
1274,35.3333
1275,36.1410
1276,36.9872
1277,37.5256
1278,39.0256
1279,38.7564
1280,38.9103
1281,38.8333
1282,38.5256
1283,37.5641
1284,37.4487
1285,37.6795
1286,38.8333
1287,38.9487
1288,39.0641
1289,39.0641
1290,38.9103
1291,39.1410
1292,39.2179
1293,39.4872
1294,39.2564
1295,38.8718
1296,38.4487
1297,38.0256
1298,38.1410
1299,38.7564
1300,39.3333
1301,40.0256
1302,39.8333
1303,40.0641
1304,40.2179
1305,40.4103
1306,41.2949
1307,41.6795
1308,41.0641
1309,39.9103
1310,38.8333
1311,39.9872
1312,41.2179
1313,41.2564
1314,41.6026
1315,42.6026
1316,43.4487
1317,43.4103
1318,45.3077
1319,46.2308
1320,42.2692
1321,39.3077
1322,40.7692
1323,40.5000
1324,39.2308
1325,41.6154
1326,42.6923
1327,43.9615
1328,44.3077
1329,43.8077
1330,43.7692
1331,44.4231
1332,44.5000
1333,43.9615
1334,42.8077
1335,42.7308
1336,42.6154
1337,42.4231
1338,42.4231
1339,42.6923
1340,43.3077
1341,43.4231
1342,42.5385
1343,42.6538
1344,42.0385
1345,41.3846
1346,41.5385
1347,42.1154
1348,42.3077
1349,41.6923
1350,43.1538
1351,42.5000
1352,43.0385
1353,43.8462
1354,43.3462
1355,41.4615
1356,40.8846
1357,41.6154
1358,42.0000
1359,43.5000
1360,44.8077
1361,44.5769
1362,43.5769
1363,43.1923
1364,43.5385
1365,43.8077
1366,43.9615
1367,45.2308
1368,45.6154
1369,44.6154
1370,44.9231
1371,45.8846
1372,44.8462
1373,42.6538
1374,44.2692
1375,44.4231
1376,42.3846
1377,41.3846
1378,42.7308
1379,42.8077
1380,41.8462
1381,42.9615
1382,43.1154
1383,43.3077
1384,43.1538
1385,42.6154
1386,41.7692
1387,41.6154
1388,42.0385
1389,42.8077
1390,42.7308
1391,42.6154
1392,42.6538
1393,43.0769
1394,43.3077
1395,42.8462
1396,42.0385
1397,41.3077
1398,41.9103
1399,41.4103
1400,42.6026
1401,43.5641
1402,42.7179
1403,42.7949
1404,43.5256
1405,43.0256
1406,43.4103
1407,42.8718
1408,43.9872
1409,43.0641
1410,42.9872
1411,43.8718
1412,42.6795
1413,43.2564
1414,43.6795
1415,43.1410
1416,43.5256
1417,44.1795
1418,44.3333
1419,43.7949
1420,43.7179
1421,44.4487
1422,44.7179
1423,45.1410
1424,45.0641
1425,44.8718
1426,44.3718
1427,44.5256
1428,45.2179
1429,45.7949
1430,44.7564
1431,45.5641
1432,45.0641
1433,42.9872
1434,42.2564
1435,43.4103
1436,44.2564
1437,43.8718
1438,45.9487
1439,46.0641
1440,45.6538
1441,45.3846
1442,45.3077
1443,45.3846
1444,44.4231
1445,42.9615
1446,39.1795
1447,37.7179
1448,36.6410
1449,37.2821
1450,38.3077
1451,38.6923
1452,39.7692
1453,40.7692
1454,40.6154
1455,41.2692
1456,41.6026
1457,41.6410
1458,42.8718
1459,44.6026
1460,45.9487
1461,45.7949
1462,45.8718
1463,44.9487
1464,46.4487
1465,47.2179
1466,45.2179
1467,44.5641
1468,45.7949
1469,46.1795
1470,46.2179
1471,47.1410
1472,46.9872
1473,45.9103
1474,45.5256
1475,44.9487
1476,44.7179
1477,45.9103
1478,44.8333
1479,44.9103
1480,44.8333
1481,44.6410
1482,44.6410
1483,44.9103
1484,44.9487
1485,44.7564
1486,45.2564
1487,45.3333
1488,46.2179
1489,45.9872
1490,45.2564
1491,45.9487
1492,46.6410
1493,45.4487
1494,46.7179
1495,45.9872
1496,46.7179
1497,47.8718
1498,48.5256
1499,48.2949
1500,48.4487
1501,49.5641
1502,48.2949
1503,48.8718
1504,49.2949
1505,49.0256
1506,48.2179
1507,47.5256
1508,47.6410
1509,48.0256
1510,48.4103
1511,49.2949
1512,49.4487
1513,49.2564
1514,48.6410
1515,47.6026
1516,47.9103
1517,50.0641
1518,49.0641
1519,49.7564
1520,50.4872
1521,50.7949
1522,50.3333
1523,49.9487
1524,49.6410
1525,49.4872
1526,49.9872
1527,51.0641
1528,51.5641
1529,50.9103
1530,50.0641
1531,49.6795
1532,49.9487
1533,50.1795
1534,51.4872
1535,50.3333
1536,49.5256
1537,49.6026
1538,49.5256
1539,49.3718
1540,49.6026
1541,50.1410
1542,49.1795
1543,50.0256
1544,50.1410
1545,49.3333
1546,49.2949
1547,50.1026
1548,50.4872
1549,50.1410
1550,50.6026
1551,49.6410
1552,48.7564
1553,48.4103
1554,49.0256
1555,49.8718
1556,49.6795
1557,48.9103
1558,50.1795
1559,50.2949
1560,50.2564
1561,50.1026
1562,50.3718
1563,50.6795
1564,50.0641
1565,49.0641
1566,46.7179
1567,44.9872
1568,44.1795
1569,41.6795
1570,36.9103
1571,33.4487
1572,31.1795
1573,28.4487
1574,29.8077
1575,29.7308
1576,31.9231
1577,34.0769
1578,35.3077
1579,38.2692
1580,42.1795
1581,43.8333
1582,47.4103
1583,48.6795
1584,48.7949
1585,52.3333
1586,52.6410
1587,50.2949
1588,51.3718
1589,51.3333
1590,53.1795
1591,52.2179
1592,51.3333
1593,51.3333
1594,50.9487
1595,50.4872
1596,50.5256
1597,51.2564
1598,51.9103
1599,51.1026
1600,52.4872
1601,51.1026
1602,51.6795
1603,53.5256
1604,52.1026
1605,52.5641
1606,55.6282
1607,56.7436
1608,57.3974
1609,57.8590
1610,55.8590
1611,54.7051
1612,53.5513
1613,54.1667
1614,55.8974
1615,54.7821
1616,56.8205
1617,55.8590
1618,55.4744
1619,55.1667
1620,52.3205
1621,52.6667
1622,51.9744
1623,51.3590
1624,52.3205
1625,50.8205
1626,51.2051
1627,53.6282
1628,53.7436
1629,54.8590
1630,54.1282
1631,53.5128
1632,52.9744
1633,52.9359
1634,53.2436
1635,52.8974
1636,52.4744
1637,52.2051
1638,52.9744
1639,52.0897
1640,51.4359
1641,51.0128
1642,51.7821
1643,52.7821
1644,53.5128
1645,54.0128
1646,52.6282
1647,52.1667
1648,52.2436
1649,52.5513
1650,53.1282
1651,53.5513
1652,53.4359
1653,53.1667
1654,51.4359
1655,51.6667
1656,51.8974
1657,52.3590
1658,52.6667
1659,51.8590
1660,52.1282
1661,53.9359
1662,54.2821
1663,54.5897
1664,54.2436
1665,53.3974
1666,52.9744
1667,53.2821
1668,53.5897
1669,53.3205
1670,53.7821
1671,54.6667
1672,55.0513
1673,54.2821
1674,53.9744
1675,54.9744
1676,56.0897
1677,56.6667
1678,54.3590
1679,54.5897
1680,53.8205
1681,52.7051
1682,52.3205
1683,52.3590
1684,51.7821
1685,51.0128
1686,51.1282
1687,52.1667
1688,53.2821
1689,53.2821
1690,52.7436
1691,52.5128
1692,53.5513
1693,54.7051
1694,54.3590
1695,54.3590
1696,54.2436
1697,53.5513
1698,52.3590
1699,52.3205
1700,54.1282
1701,56.0128
1702,56.1667
1703,55.7436
1704,55.1667
1705,54.8205
1706,55.3974
1707,56.0513
1708,55.8590
1709,55.2821
1710,54.7051
1711,54.3590
1712,54.2051
1713,54.5897
1714,54.9359
1715,54.9359
1716,54.1667
1717,53.7051
1718,55.5897
1719,55.6667
1720,55.2436
1721,54.7051
1722,53.8974
1723,53.6282
1724,53.4359
1725,53.5897
1726,54.4744
1727,54.6282
1728,54.8974
1729,54.6667
1730,53.9744
1731,53.6667
1732,54.1667
1733,54.9359
1734,55.1282
1735,55.0128
1736,55.6282
1737,56.3205
1738,56.3205
1739,56.3974
1740,57.2436
1741,58.5897
1742,58.0897
1743,58.5513
1744,58.7821
1745,58.5513
1746,58.5513
1747,58.7051
1748,58.7821
1749,58.8205
1750,59.7821
1751,59.2821
1752,58.2051
1753,57.2051
1754,57.0128
1755,57.0513
1756,56.1282
1757,55.6667
1758,54.8974
1759,54.5128
1760,53.6282
1761,53.6282
1762,55.5128
1763,58.3974
1764,59.7821
1765,60.0128
1766,61.1667
1767,59.8205
1768,58.7821
1769,58.7821
1770,59.1667
1771,58.3590
1772,56.0128
1773,54.0513
1774,52.7821
1775,51.0128
1776,48.2821
1777,45.9359
1778,45.0128
1779,45.2436
1780,45.7436
1781,46.3205
1782,44.8205
1783,45.7436
1784,47.7051
1785,50.9744
1786,54.1667
1787,56.4359
1788,57.5513
1789,58.2051
1790,57.3974
1791,58.4744
1792,59.0513
1793,58.6667
1794,58.9359
1795,59.5128
1796,59.2436
1797,57.9359
1798,57.2821
1799,57.1282
1800,57.2051
1801,58.1282
1802,59.2821
1803,60.3590
1804,60.6282
1805,60.5128
1806,60.9359
1807,61.2821
1808,61.7436
1809,61.7051
1810,61.6282
1811,61.5897
1812,61.9359
1813,62.4744
1814,61.0897
1815,61.7051
1816,62.1667
1817,61.7051
1818,60.4744
1819,59.5128
1820,58.8590
1821,58.5128
1822,59.6667
1823,59.3205
1824,58.8590
1825,59.0513
1826,59.0897
1827,58.8974
1828,58.3205
1829,57.4744
1830,57.6282
1831,56.7051
1832,55.7821
1833,55.7051
1834,56.9744
1835,57.9744
1836,58.1282
1837,57.0897
1838,56.0513
1839,56.7436
1840,58.1282
1841,59.3590
1842,59.2436
1843,58.9359
1844,59.5513
1845,60.7051
1846,59.4744
1847,60.7436
1848,61.6282
1849,61.4744
1850,61.5513
1851,62.3205
1852,63.2051
1853,63.5128
1854,62.8590
1855,61.9359
1856,62.1282
1857,63.3205
1858,63.8974
1859,63.5128
1860,63.8590
1861,65.0128
1862,64.0513
1863,64.3974
1864,65.0128
1865,65.2821
1866,65.2051
1867,65.2436
1868,65.4359
1869,65.7436
1870,64.7821
1871,65.0128
