[front_panel]
mode=T1 - R1
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=72
sound speed=2710
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [µs]	Amplitude	HF-filtered	Amplitude-filtered	
1,804E+01	1,206E-02	0,000E+00	0,000E+00	
1,808E+01	1,203E-02	0,000E+00	0,000E+00	
1,812E+01	1,200E-02	0,000E+00	0,000E+00	
1,816E+01	1,196E-02	0,000E+00	0,000E+00	
1,820E+01	1,191E-02	0,000E+00	0,000E+00	
1,824E+01	1,186E-02	0,000E+00	0,000E+00	
1,828E+01	1,181E-02	0,000E+00	0,000E+00	
1,832E+01	1,176E-02	0,000E+00	0,000E+00	
1,836E+01	1,172E-02	0,000E+00	0,000E+00	
1,840E+01	1,168E-02	0,000E+00	0,000E+00	
1,844E+01	1,166E-02	0,000E+00	0,000E+00	
1,848E+01	1,164E-02	0,000E+00	0,000E+00	
1,852E+01	1,163E-02	0,000E+00	0,000E+00	
1,856E+01	1,162E-02	0,000E+00	0,000E+00	
1,860E+01	1,163E-02	0,000E+00	0,000E+00	
1,864E+01	1,165E-02	0,000E+00	0,000E+00	
1,868E+01	1,167E-02	0,000E+00	0,000E+00	
1,872E+01	1,170E-02	0,000E+00	0,000E+00	
1,876E+01	1,174E-02	0,000E+00	0,000E+00	
1,880E+01	1,179E-02	0,000E+00	0,000E+00	
1,884E+01	1,184E-02	0,000E+00	0,000E+00	
1,888E+01	1,189E-02	0,000E+00	0,000E+00	
1,892E+01	1,195E-02	0,000E+00	0,000E+00	
1,896E+01	1,200E-02	0,000E+00	0,000E+00	
1,900E+01	1,205E-02	0,000E+00	0,000E+00	
1,904E+01	1,209E-02	0,000E+00	0,000E+00	
1,908E+01	1,211E-02	0,000E+00	0,000E+00	
1,912E+01	1,212E-02	0,000E+00	0,000E+00	
1,916E+01	1,210E-02	0,000E+00	0,000E+00	
1,920E+01	1,206E-02	0,000E+00	0,000E+00	
1,924E+01	1,201E-02	0,000E+00	0,000E+00	
1,928E+01	1,193E-02	0,000E+00	0,000E+00	
1,932E+01	1,184E-02	0,000E+00	0,000E+00	
1,936E+01	1,175E-02	0,000E+00	0,000E+00	
1,940E+01	1,165E-02	0,000E+00	0,000E+00	
1,944E+01	1,156E-02	0,000E+00	0,000E+00	
1,948E+01	1,149E-02	0,000E+00	0,000E+00	
1,952E+01	1,143E-02	0,000E+00	0,000E+00	
1,956E+01	1,141E-02	0,000E+00	0,000E+00	
1,960E+01	1,140E-02	0,000E+00	0,000E+00	
1,964E+01	1,142E-02	0,000E+00	0,000E+00	
1,968E+01	1,147E-02	0,000E+00	0,000E+00	
1,972E+01	1,153E-02	0,000E+00	0,000E+00	
1,976E+01	1,160E-02	0,000E+00	0,000E+00	
1,980E+01	1,167E-02	0,000E+00	0,000E+00	
1,984E+01	1,174E-02	0,000E+00	0,000E+00	
1,988E+01	1,181E-02	0,000E+00	0,000E+00	
1,992E+01	1,186E-02	0,000E+00	0,000E+00	
1,996E+01	1,190E-02	0,000E+00	0,000E+00	
2,000E+01	1,193E-02	0,000E+00	0,000E+00	
2,004E+01	1,194E-02	0,000E+00	0,000E+00	
2,008E+01	1,194E-02	0,000E+00	0,000E+00	
2,012E+01	1,194E-02	0,000E+00	0,000E+00	
2,016E+01	1,193E-02	0,000E+00	0,000E+00	
2,020E+01	1,192E-02	0,000E+00	0,000E+00	
2,024E+01	1,191E-02	0,000E+00	0,000E+00	
2,028E+01	1,190E-02	0,000E+00	0,000E+00	
2,032E+01	1,190E-02	0,000E+00	0,000E+00	
2,036E+01	1,190E-02	0,000E+00	0,000E+00	
2,040E+01	1,190E-02	0,000E+00	0,000E+00	
2,044E+01	1,190E-02	0,000E+00	0,000E+00	
2,048E+01	1,190E-02	0,000E+00	0,000E+00	
2,052E+01	1,189E-02	0,000E+00	0,000E+00	
2,056E+01	1,188E-02	0,000E+00	0,000E+00	
2,060E+01	1,186E-02	0,000E+00	0,000E+00	
2,064E+01	1,184E-02	0,000E+00	0,000E+00	
2,068E+01	1,181E-02	0,000E+00	0,000E+00	
2,072E+01	1,177E-02	0,000E+00	0,000E+00	
2,076E+01	1,173E-02	0,000E+00	0,000E+00	
2,080E+01	1,168E-02	0,000E+00	0,000E+00	
2,084E+01	1,164E-02	0,000E+00	0,000E+00	
2,088E+01	1,160E-02	0,000E+00	0,000E+00	
2,092E+01	1,157E-02	0,000E+00	0,000E+00	
2,096E+01	1,155E-02	0,000E+00	0,000E+00	
2,100E+01	1,154E-02	0,000E+00	0,000E+00	
2,104E+01	1,153E-02	0,000E+00	0,000E+00	
2,108E+01	1,154E-02	0,000E+00	0,000E+00	
2,112E+01	1,156E-02	0,000E+00	0,000E+00	
2,116E+01	1,158E-02	0,000E+00	0,000E+00	
2,120E+01	1,161E-02	0,000E+00	0,000E+00	
2,124E+01	1,164E-02	0,000E+00	0,000E+00	
2,128E+01	1,167E-02	0,000E+00	0,000E+00	
2,132E+01	1,171E-02	0,000E+00	0,000E+00	
2,136E+01	1,175E-02	0,000E+00	0,000E+00	
2,140E+01	1,179E-02	0,000E+00	0,000E+00	
2,144E+01	1,184E-02	0,000E+00	0,000E+00	
2,148E+01	1,189E-02	0,000E+00	0,000E+00	
2,152E+01	1,194E-02	0,000E+00	0,000E+00	
2,156E+01	1,200E-02	0,000E+00	0,000E+00	
2,160E+01	1,205E-02	0,000E+00	0,000E+00	
2,164E+01	1,210E-02	0,000E+00	0,000E+00	
2,168E+01	1,215E-02	0,000E+00	0,000E+00	
2,172E+01	1,219E-02	0,000E+00	0,000E+00	
2,176E+01	1,223E-02	0,000E+00	0,000E+00	
2,180E+01	1,225E-02	0,000E+00	0,000E+00	
2,184E+01	1,226E-02	0,000E+00	0,000E+00	
2,188E+01	1,226E-02	0,000E+00	0,000E+00	
2,192E+01	1,226E-02	0,000E+00	0,000E+00	
2,196E+01	1,224E-02	0,000E+00	0,000E+00	
2,200E+01	1,222E-02	0,000E+00	0,000E+00	
2,204E+01	1,219E-02	0,000E+00	0,000E+00	
2,208E+01	1,217E-02	0,000E+00	0,000E+00	
2,212E+01	1,214E-02	0,000E+00	0,000E+00	
2,216E+01	1,211E-02	0,000E+00	0,000E+00	
2,220E+01	1,209E-02	0,000E+00	0,000E+00	
2,224E+01	1,208E-02	0,000E+00	0,000E+00	
2,228E+01	1,206E-02	0,000E+00	0,000E+00	
2,232E+01	1,205E-02	0,000E+00	0,000E+00	
2,236E+01	1,205E-02	0,000E+00	0,000E+00	
2,240E+01	1,205E-02	0,000E+00	0,000E+00	
2,244E+01	1,205E-02	0,000E+00	0,000E+00	
2,248E+01	1,206E-02	0,000E+00	0,000E+00	
2,252E+01	1,207E-02	0,000E+00	0,000E+00	
2,256E+01	1,207E-02	0,000E+00	0,000E+00	
2,260E+01	1,207E-02	0,000E+00	0,000E+00	
2,264E+01	1,207E-02	0,000E+00	0,000E+00	
2,268E+01	1,206E-02	0,000E+00	0,000E+00	
2,272E+01	1,204E-02	0,000E+00	0,000E+00	
2,276E+01	1,201E-02	0,000E+00	0,000E+00	
2,280E+01	1,197E-02	0,000E+00	0,000E+00	
2,284E+01	1,191E-02	0,000E+00	0,000E+00	
2,288E+01	1,185E-02	0,000E+00	0,000E+00	
2,292E+01	1,178E-02	0,000E+00	0,000E+00	
2,296E+01	1,171E-02	0,000E+00	0,000E+00	
2,300E+01	1,163E-02	0,000E+00	0,000E+00	
2,304E+01	1,156E-02	0,000E+00	0,000E+00	
2,308E+01	1,150E-02	0,000E+00	0,000E+00	
2,312E+01	1,144E-02	0,000E+00	0,000E+00	
2,316E+01	1,140E-02	0,000E+00	0,000E+00	
2,320E+01	1,138E-02	0,000E+00	0,000E+00	
2,324E+01	1,138E-02	0,000E+00	0,000E+00	
2,328E+01	1,139E-02	0,000E+00	0,000E+00	
2,332E+01	1,142E-02	0,000E+00	0,000E+00	
2,336E+01	1,147E-02	0,000E+00	0,000E+00	
2,340E+01	1,152E-02	0,000E+00	0,000E+00	
2,344E+01	1,158E-02	0,000E+00	0,000E+00	
2,348E+01	1,163E-02	0,000E+00	0,000E+00	
2,352E+01	1,169E-02	0,000E+00	0,000E+00	
2,356E+01	1,173E-02	0,000E+00	0,000E+00	
2,360E+01	1,177E-02	0,000E+00	0,000E+00	
2,364E+01	1,180E-02	0,000E+00	0,000E+00	
2,368E+01	1,183E-02	0,000E+00	0,000E+00	
2,372E+01	1,184E-02	0,000E+00	0,000E+00	
2,376E+01	1,185E-02	0,000E+00	0,000E+00	
2,380E+01	1,186E-02	0,000E+00	0,000E+00	
2,384E+01	1,186E-02	0,000E+00	0,000E+00	
2,388E+01	1,187E-02	0,000E+00	0,000E+00	
2,392E+01	1,187E-02	0,000E+00	0,000E+00	
2,396E+01	1,187E-02	0,000E+00	0,000E+00	
2,400E+01	1,188E-02	0,000E+00	0,000E+00	
2,404E+01	1,188E-02	0,000E+00	0,000E+00	
2,408E+01	1,189E-02	0,000E+00	0,000E+00	
2,412E+01	1,190E-02	0,000E+00	0,000E+00	
2,416E+01	1,191E-02	0,000E+00	0,000E+00	
2,420E+01	1,193E-02	0,000E+00	0,000E+00	
2,424E+01	1,194E-02	0,000E+00	0,000E+00	
2,428E+01	1,195E-02	0,000E+00	0,000E+00	
2,432E+01	1,195E-02	0,000E+00	0,000E+00	
2,436E+01	1,195E-02	0,000E+00	0,000E+00	
2,440E+01	1,194E-02	0,000E+00	0,000E+00	
2,444E+01	1,192E-02	0,000E+00	0,000E+00	
2,448E+01	1,190E-02	0,000E+00	0,000E+00	
2,452E+01	1,186E-02	0,000E+00	0,000E+00	
2,456E+01	1,183E-02	0,000E+00	0,000E+00	
2,460E+01	1,179E-02	0,000E+00	0,000E+00	
2,464E+01	1,175E-02	0,000E+00	0,000E+00	
2,468E+01	1,172E-02	0,000E+00	0,000E+00	
2,472E+01	1,170E-02	0,000E+00	0,000E+00	
2,476E+01	1,168E-02	0,000E+00	0,000E+00	
2,480E+01	1,169E-02	0,000E+00	0,000E+00	
2,484E+01	1,170E-02	0,000E+00	0,000E+00	
2,488E+01	1,173E-02	0,000E+00	0,000E+00	
2,492E+01	1,176E-02	0,000E+00	0,000E+00	
2,496E+01	1,181E-02	0,000E+00	0,000E+00	
2,500E+01	1,185E-02	0,000E+00	0,000E+00	
2,504E+01	1,190E-02	0,000E+00	0,000E+00	
2,508E+01	1,194E-02	0,000E+00	0,000E+00	
2,512E+01	1,198E-02	0,000E+00	0,000E+00	
2,516E+01	1,201E-02	0,000E+00	0,000E+00	
2,520E+01	1,203E-02	0,000E+00	0,000E+00	
2,524E+01	1,204E-02	0,000E+00	0,000E+00	
2,528E+01	1,205E-02	0,000E+00	0,000E+00	
2,532E+01	1,204E-02	0,000E+00	0,000E+00	
2,536E+01	1,204E-02	0,000E+00	0,000E+00	
2,540E+01	1,203E-02	0,000E+00	0,000E+00	
2,544E+01	1,203E-02	0,000E+00	0,000E+00	
2,548E+01	1,203E-02	0,000E+00	0,000E+00	
2,552E+01	1,204E-02	0,000E+00	0,000E+00	
2,556E+01	1,205E-02	0,000E+00	0,000E+00	
2,560E+01	1,207E-02	0,000E+00	0,000E+00	
2,564E+01	1,209E-02	0,000E+00	0,000E+00	
2,568E+01	1,211E-02	0,000E+00	0,000E+00	
2,572E+01	1,213E-02	0,000E+00	0,000E+00	
2,576E+01	1,214E-02	0,000E+00	0,000E+00	
2,580E+01	1,214E-02	0,000E+00	0,000E+00	
2,584E+01	1,213E-02	0,000E+00	0,000E+00	
2,588E+01	1,212E-02	0,000E+00	0,000E+00	
2,592E+01	1,210E-02	0,000E+00	0,000E+00	
2,596E+01	1,209E-02	0,000E+00	0,000E+00	
2,600E+01	1,207E-02	0,000E+00	0,000E+00	
2,604E+01	1,206E-02	0,000E+00	0,000E+00	
2,608E+01	1,205E-02	0,000E+00	0,000E+00	
2,612E+01	1,205E-02	0,000E+00	0,000E+00	
2,616E+01	1,205E-02	0,000E+00	0,000E+00	
2,620E+01	1,205E-02	0,000E+00	0,000E+00	
2,624E+01	1,206E-02	0,000E+00	0,000E+00	
2,628E+01	1,206E-02	0,000E+00	0,000E+00	
2,632E+01	1,206E-02	0,000E+00	0,000E+00	
2,636E+01	1,205E-02	0,000E+00	0,000E+00	
2,640E+01	1,204E-02	0,000E+00	0,000E+00	
2,644E+01	1,201E-02	0,000E+00	0,000E+00	
2,648E+01	1,199E-02	0,000E+00	0,000E+00	
2,652E+01	1,195E-02	0,000E+00	0,000E+00	
2,656E+01	1,191E-02	0,000E+00	0,000E+00	
2,660E+01	1,187E-02	0,000E+00	0,000E+00	
2,664E+01	1,183E-02	0,000E+00	0,000E+00	
2,668E+01	1,179E-02	0,000E+00	0,000E+00	
2,672E+01	1,176E-02	0,000E+00	0,000E+00	
2,676E+01	1,173E-02	0,000E+00	0,000E+00	
2,680E+01	1,172E-02	0,000E+00	0,000E+00	
2,684E+01	1,172E-02	0,000E+00	0,000E+00	
2,688E+01	1,173E-02	0,000E+00	0,000E+00	
2,692E+01	1,177E-02	0,000E+00	0,000E+00	
2,696E+01	1,181E-02	0,000E+00	0,000E+00	
2,700E+01	1,187E-02	0,000E+00	0,000E+00	
2,704E+01	1,193E-02	0,000E+00	0,000E+00	
2,708E+01	1,200E-02	0,000E+00	0,000E+00	
2,712E+01	1,206E-02	0,000E+00	0,000E+00	
2,716E+01	1,211E-02	0,000E+00	0,000E+00	
2,720E+01	1,215E-02	0,000E+00	0,000E+00	
2,724E+01	1,217E-02	0,000E+00	0,000E+00	
2,728E+01	1,217E-02	0,000E+00	0,000E+00	
2,732E+01	1,214E-02	0,000E+00	0,000E+00	
2,736E+01	1,210E-02	0,000E+00	0,000E+00	
2,740E+01	1,204E-02	0,000E+00	0,000E+00	
2,744E+01	1,197E-02	0,000E+00	0,000E+00	
2,748E+01	1,189E-02	0,000E+00	0,000E+00	
2,752E+01	1,181E-02	0,000E+00	0,000E+00	
2,756E+01	1,174E-02	0,000E+00	0,000E+00	
2,760E+01	1,167E-02	0,000E+00	0,000E+00	
2,764E+01	1,162E-02	0,000E+00	0,000E+00	
2,768E+01	1,159E-02	0,000E+00	0,000E+00	
2,772E+01	1,157E-02	0,000E+00	0,000E+00	
2,776E+01	1,157E-02	0,000E+00	0,000E+00	
2,780E+01	1,158E-02	0,000E+00	0,000E+00	
2,784E+01	1,161E-02	0,000E+00	0,000E+00	
2,788E+01	1,165E-02	0,000E+00	0,000E+00	
2,792E+01	1,169E-02	0,000E+00	0,000E+00	
2,796E+01	1,173E-02	0,000E+00	0,000E+00	
2,800E+01	1,176E-02	0,000E+00	0,000E+00	
2,804E+01	1,179E-02	0,000E+00	0,000E+00	
2,808E+01	1,181E-02	0,000E+00	0,000E+00	
2,812E+01	1,182E-02	0,000E+00	0,000E+00	
2,816E+01	1,182E-02	0,000E+00	0,000E+00	
2,820E+01	1,181E-02	0,000E+00	0,000E+00	
2,824E+01	1,180E-02	0,000E+00	0,000E+00	
2,828E+01	1,179E-02	0,000E+00	0,000E+00	
2,832E+01	1,177E-02	0,000E+00	0,000E+00	
2,836E+01	1,177E-02	0,000E+00	0,000E+00	
2,840E+01	1,177E-02	0,000E+00	0,000E+00	
2,844E+01	1,178E-02	0,000E+00	0,000E+00	
2,848E+01	1,180E-02	0,000E+00	0,000E+00	
2,852E+01	1,184E-02	0,000E+00	0,000E+00	
2,856E+01	1,189E-02	0,000E+00	0,000E+00	
2,860E+01	1,196E-02	0,000E+00	0,000E+00	
2,864E+01	1,203E-02	0,000E+00	0,000E+00	
2,868E+01	1,211E-02	0,000E+00	0,000E+00	
2,872E+01	1,219E-02	0,000E+00	0,000E+00	
2,876E+01	1,227E-02	0,000E+00	0,000E+00	
2,880E+01	1,234E-02	0,000E+00	0,000E+00	
2,884E+01	1,238E-02	0,000E+00	0,000E+00	
2,888E+01	1,240E-02	0,000E+00	0,000E+00	
2,892E+01	1,238E-02	0,000E+00	0,000E+00	
2,896E+01	1,230E-02	0,000E+00	0,000E+00	
2,900E+01	1,217E-02	0,000E+00	0,000E+00	
2,904E+01	1,196E-02	0,000E+00	0,000E+00	
2,908E+01	1,168E-02	0,000E+00	0,000E+00	
2,912E+01	1,132E-02	0,000E+00	0,000E+00	
2,916E+01	1,088E-02	0,000E+00	0,000E+00	
2,920E+01	1,037E-02	0,000E+00	0,000E+00	
2,924E+01	9,811E-03	0,000E+00	0,000E+00	
2,928E+01	9,250E-03	0,000E+00	0,000E+00	
2,932E+01	8,739E-03	0,000E+00	0,000E+00	
2,936E+01	8,357E-03	0,000E+00	0,000E+00	
2,940E+01	8,204E-03	0,000E+00	0,000E+00	
2,944E+01	8,405E-03	0,000E+00	0,000E+00	
2,948E+01	9,104E-03	0,000E+00	0,000E+00	
2,952E+01	1,046E-02	0,000E+00	0,000E+00	
2,956E+01	1,264E-02	0,000E+00	0,000E+00	
2,960E+01	1,580E-02	0,000E+00	0,000E+00	
2,964E+01	2,009E-02	0,000E+00	0,000E+00	
2,968E+01	2,562E-02	0,000E+00	0,000E+00	
2,972E+01	3,246E-02	0,000E+00	0,000E+00	
2,976E+01	4,065E-02	0,000E+00	0,000E+00	
2,980E+01	5,013E-02	0,000E+00	0,000E+00	
2,984E+01	6,080E-02	0,000E+00	0,000E+00	
2,988E+01	7,252E-02	0,000E+00	0,000E+00	
2,992E+01	8,506E-02	0,000E+00	0,000E+00	
2,996E+01	9,817E-02	0,000E+00	0,000E+00	
3,000E+01	1,115E-01	0,000E+00	0,000E+00	
3,004E+01	1,248E-01	0,000E+00	0,000E+00	
3,008E+01	1,377E-01	0,000E+00	0,000E+00	
3,012E+01	1,497E-01	0,000E+00	0,000E+00	
3,016E+01	1,606E-01	0,000E+00	0,000E+00	
3,020E+01	1,701E-01	0,000E+00	0,000E+00	
3,024E+01	1,778E-01	0,000E+00	0,000E+00	
3,028E+01	1,836E-01	0,000E+00	0,000E+00	
3,032E+01	1,873E-01	0,000E+00	0,000E+00	
3,036E+01	1,889E-01	0,000E+00	0,000E+00	
3,040E+01	1,884E-01	0,000E+00	0,000E+00	
3,044E+01	1,860E-01	0,000E+00	0,000E+00	
3,048E+01	1,819E-01	0,000E+00	0,000E+00	
3,052E+01	1,765E-01	0,000E+00	0,000E+00	
3,056E+01	1,701E-01	0,000E+00	0,000E+00	
3,060E+01	1,630E-01	0,000E+00	0,000E+00	
3,064E+01	1,556E-01	0,000E+00	0,000E+00	
3,068E+01	1,482E-01	0,000E+00	0,000E+00	
3,072E+01	1,411E-01	0,000E+00	0,000E+00	
3,076E+01	1,344E-01	0,000E+00	0,000E+00	
3,080E+01	1,284E-01	0,000E+00	0,000E+00	
3,084E+01	1,229E-01	0,000E+00	0,000E+00	
3,088E+01	1,182E-01	0,000E+00	0,000E+00	
3,092E+01	1,141E-01	0,000E+00	0,000E+00	
3,096E+01	1,105E-01	0,000E+00	0,000E+00	
3,100E+01	1,073E-01	0,000E+00	0,000E+00	
3,104E+01	1,045E-01	0,000E+00	0,000E+00	
3,108E+01	1,019E-01	0,000E+00	0,000E+00	
3,112E+01	9,946E-02	0,000E+00	0,000E+00	
3,116E+01	9,703E-02	0,000E+00	0,000E+00	
3,120E+01	9,455E-02	0,000E+00	0,000E+00	
3,124E+01	9,194E-02	0,000E+00	0,000E+00	
3,128E+01	8,914E-02	0,000E+00	0,000E+00	
3,132E+01	8,610E-02	0,000E+00	0,000E+00	
3,136E+01	8,282E-02	0,000E+00	0,000E+00	
3,140E+01	7,928E-02	0,000E+00	0,000E+00	
3,144E+01	7,552E-02	0,000E+00	0,000E+00	
3,148E+01	7,158E-02	0,000E+00	0,000E+00	
3,152E+01	6,755E-02	0,000E+00	0,000E+00	
3,156E+01	6,352E-02	0,000E+00	0,000E+00	
3,160E+01	5,959E-02	0,000E+00	0,000E+00	
3,164E+01	5,587E-02	0,000E+00	0,000E+00	
3,168E+01	5,244E-02	0,000E+00	0,000E+00	
3,172E+01	4,939E-02	0,000E+00	0,000E+00	
3,176E+01	4,674E-02	0,000E+00	0,000E+00	
3,180E+01	4,449E-02	0,000E+00	0,000E+00	
3,184E+01	4,262E-02	0,000E+00	0,000E+00	
3,188E+01	4,105E-02	0,000E+00	0,000E+00	
3,192E+01	3,971E-02	0,000E+00	0,000E+00	
3,196E+01	3,850E-02	0,000E+00	0,000E+00	
3,200E+01	3,732E-02	0,000E+00	0,000E+00	
3,204E+01	3,611E-02	0,000E+00	0,000E+00	
3,208E+01	3,481E-02	0,000E+00	0,000E+00	
3,212E+01	3,341E-02	0,000E+00	0,000E+00	
3,216E+01	3,191E-02	0,000E+00	0,000E+00	
3,220E+01	3,036E-02	0,000E+00	0,000E+00	
3,224E+01	2,879E-02	0,000E+00	0,000E+00	
3,228E+01	2,726E-02	0,000E+00	0,000E+00	
3,232E+01	2,583E-02	0,000E+00	0,000E+00	
3,236E+01	2,452E-02	0,000E+00	0,000E+00	
3,240E+01	2,336E-02	0,000E+00	0,000E+00	
3,244E+01	2,235E-02	0,000E+00	0,000E+00	
3,248E+01	2,145E-02	0,000E+00	0,000E+00	
3,252E+01	2,064E-02	0,000E+00	0,000E+00	
3,256E+01	1,987E-02	0,000E+00	0,000E+00	
3,260E+01	1,911E-02	0,000E+00	0,000E+00	
3,264E+01	1,835E-02	0,000E+00	0,000E+00	
3,268E+01	1,756E-02	0,000E+00	0,000E+00	
3,272E+01	1,677E-02	0,000E+00	0,000E+00	
3,276E+01	1,598E-02	0,000E+00	0,000E+00	
3,280E+01	1,523E-02	0,000E+00	0,000E+00	
3,284E+01	1,456E-02	0,000E+00	0,000E+00	
3,288E+01	1,400E-02	0,000E+00	0,000E+00	
3,292E+01	1,356E-02	0,000E+00	0,000E+00	
3,296E+01	1,326E-02	0,000E+00	0,000E+00	
3,300E+01	1,307E-02	0,000E+00	0,000E+00	
3,304E+01	1,299E-02	0,000E+00	0,000E+00	
3,308E+01	1,297E-02	0,000E+00	0,000E+00	
3,312E+01	1,298E-02	0,000E+00	0,000E+00	
3,316E+01	1,299E-02	0,000E+00	0,000E+00	
3,320E+01	1,298E-02	0,000E+00	0,000E+00	
3,324E+01	1,293E-02	0,000E+00	0,000E+00	
3,328E+01	1,283E-02	0,000E+00	0,000E+00	
3,332E+01	1,270E-02	0,000E+00	0,000E+00	
3,336E+01	1,255E-02	0,000E+00	0,000E+00	
3,340E+01	1,239E-02	0,000E+00	0,000E+00	
3,344E+01	1,226E-02	0,000E+00	0,000E+00	
3,348E+01	1,215E-02	0,000E+00	0,000E+00	
3,352E+01	1,208E-02	0,000E+00	0,000E+00	
3,356E+01	1,205E-02	0,000E+00	0,000E+00	
3,360E+01	1,206E-02	0,000E+00	0,000E+00	
3,364E+01	1,208E-02	0,000E+00	0,000E+00	
3,368E+01	1,210E-02	0,000E+00	0,000E+00	
3,372E+01	1,211E-02	0,000E+00	0,000E+00	
3,376E+01	1,210E-02	0,000E+00	0,000E+00	
3,380E+01	1,206E-02	0,000E+00	0,000E+00	
3,384E+01	1,199E-02	0,000E+00	0,000E+00	
3,388E+01	1,190E-02	0,000E+00	0,000E+00	
3,392E+01	1,180E-02	0,000E+00	0,000E+00	
3,396E+01	1,169E-02	0,000E+00	0,000E+00	
3,400E+01	1,160E-02	0,000E+00	0,000E+00	
3,404E+01	1,152E-02	0,000E+00	0,000E+00	
3,408E+01	1,148E-02	0,000E+00	0,000E+00	
3,412E+01	1,147E-02	0,000E+00	0,000E+00	
3,416E+01	1,148E-02	0,000E+00	0,000E+00	
3,420E+01	1,152E-02	0,000E+00	0,000E+00	
3,424E+01	1,158E-02	0,000E+00	0,000E+00	
3,428E+01	1,164E-02	0,000E+00	0,000E+00	
3,432E+01	1,171E-02	0,000E+00	0,000E+00	
3,436E+01	1,177E-02	0,000E+00	0,000E+00	
3,440E+01	1,182E-02	0,000E+00	0,000E+00	
3,444E+01	1,186E-02	0,000E+00	0,000E+00	
3,448E+01	1,190E-02	0,000E+00	0,000E+00	
3,452E+01	1,193E-02	0,000E+00	0,000E+00	
3,456E+01	1,196E-02	0,000E+00	0,000E+00	
3,460E+01	1,199E-02	0,000E+00	0,000E+00	
3,464E+01	1,202E-02	0,000E+00	0,000E+00	
3,468E+01	1,206E-02	0,000E+00	0,000E+00	
3,472E+01	1,209E-02	0,000E+00	0,000E+00	
3,476E+01	1,213E-02	0,000E+00	0,000E+00	
3,480E+01	1,216E-02	0,000E+00	0,000E+00	
3,484E+01	1,217E-02	0,000E+00	0,000E+00	
3,488E+01	1,217E-02	0,000E+00	0,000E+00	
3,492E+01	1,215E-02	0,000E+00	0,000E+00	
3,496E+01	1,210E-02	0,000E+00	0,000E+00	
3,500E+01	1,204E-02	0,000E+00	0,000E+00	
3,504E+01	1,197E-02	0,000E+00	0,000E+00	
3,508E+01	1,189E-02	0,000E+00	0,000E+00	
3,512E+01	1,180E-02	0,000E+00	0,000E+00	
3,516E+01	1,171E-02	0,000E+00	0,000E+00	
3,520E+01	1,163E-02	0,000E+00	0,000E+00	
3,524E+01	1,156E-02	0,000E+00	0,000E+00	
3,528E+01	1,151E-02	0,000E+00	0,000E+00	
3,532E+01	1,147E-02	0,000E+00	0,000E+00	
3,536E+01	1,145E-02	0,000E+00	0,000E+00	
3,540E+01	1,144E-02	0,000E+00	0,000E+00	
3,544E+01	1,145E-02	0,000E+00	0,000E+00	
3,548E+01	1,147E-02	0,000E+00	0,000E+00	
3,552E+01	1,149E-02	0,000E+00	0,000E+00	
3,556E+01	1,153E-02	0,000E+00	0,000E+00	
3,560E+01	1,156E-02	0,000E+00	0,000E+00	
3,564E+01	1,159E-02	0,000E+00	0,000E+00	
3,568E+01	1,163E-02	0,000E+00	0,000E+00	
3,572E+01	1,165E-02	0,000E+00	0,000E+00	
3,576E+01	1,167E-02	0,000E+00	0,000E+00	
3,580E+01	1,168E-02	0,000E+00	0,000E+00	
3,584E+01	1,168E-02	0,000E+00	0,000E+00	
3,588E+01	1,167E-02	0,000E+00	0,000E+00	
3,592E+01	1,165E-02	0,000E+00	0,000E+00	
3,596E+01	1,162E-02	0,000E+00	0,000E+00	
3,600E+01	1,159E-02	0,000E+00	0,000E+00	
3,604E+01	1,155E-02	0,000E+00	0,000E+00	
3,608E+01	1,152E-02	0,000E+00	0,000E+00	
3,612E+01	1,150E-02	0,000E+00	0,000E+00	
3,616E+01	1,149E-02	0,000E+00	0,000E+00	
3,620E+01	1,149E-02	0,000E+00	0,000E+00	
3,624E+01	1,152E-02	0,000E+00	0,000E+00	
3,628E+01	1,156E-02	0,000E+00	0,000E+00	
3,632E+01	1,162E-02	0,000E+00	0,000E+00	
3,636E+01	1,170E-02	0,000E+00	0,000E+00	
3,640E+01	1,179E-02	0,000E+00	0,000E+00	
3,644E+01	1,189E-02	0,000E+00	0,000E+00	
3,648E+01	1,198E-02	0,000E+00	0,000E+00	
3,652E+01	1,207E-02	0,000E+00	0,000E+00	
3,656E+01	1,215E-02	0,000E+00	0,000E+00	
3,660E+01	1,221E-02	0,000E+00	0,000E+00	
3,664E+01	1,225E-02	0,000E+00	0,000E+00	
3,668E+01	1,227E-02	0,000E+00	0,000E+00	
3,672E+01	1,226E-02	0,000E+00	0,000E+00	
3,676E+01	1,224E-02	0,000E+00	0,000E+00	
3,680E+01	1,221E-02	0,000E+00	0,000E+00	
3,684E+01	1,217E-02	0,000E+00	0,000E+00	
3,688E+01	1,213E-02	0,000E+00	0,000E+00	
3,692E+01	1,210E-02	0,000E+00	0,000E+00	
3,696E+01	1,207E-02	0,000E+00	0,000E+00	
3,700E+01	1,206E-02	0,000E+00	0,000E+00	
3,704E+01	1,205E-02	0,000E+00	0,000E+00	
