[front_panel]
mode=T1 - R1
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=100
sound speed=2710
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [µs]	Amplitude	HF-filtered	Amplitude-filtered	
9,240E+00	9,804E-03	0,000E+00	0,000E+00	
9,280E+00	9,800E-03	0,000E+00	0,000E+00	
9,320E+00	9,805E-03	0,000E+00	0,000E+00	
9,360E+00	9,819E-03	0,000E+00	0,000E+00	
9,400E+00	9,841E-03	0,000E+00	0,000E+00	
9,440E+00	9,870E-03	0,000E+00	0,000E+00	
9,480E+00	9,902E-03	0,000E+00	0,000E+00	
9,520E+00	9,935E-03	0,000E+00	0,000E+00	
9,560E+00	9,966E-03	0,000E+00	0,000E+00	
9,600E+00	9,992E-03	0,000E+00	0,000E+00	
9,640E+00	1,001E-02	0,000E+00	0,000E+00	
9,680E+00	1,003E-02	0,000E+00	0,000E+00	
9,720E+00	1,004E-02	0,000E+00	0,000E+00	
9,760E+00	1,004E-02	0,000E+00	0,000E+00	
9,800E+00	1,004E-02	0,000E+00	0,000E+00	
9,840E+00	1,004E-02	0,000E+00	0,000E+00	
9,880E+00	1,005E-02	0,000E+00	0,000E+00	
9,920E+00	1,006E-02	0,000E+00	0,000E+00	
9,960E+00	1,008E-02	0,000E+00	0,000E+00	
1,000E+01	1,010E-02	0,000E+00	0,000E+00	
1,004E+01	1,012E-02	0,000E+00	0,000E+00	
1,008E+01	1,014E-02	0,000E+00	0,000E+00	
1,012E+01	1,015E-02	0,000E+00	0,000E+00	
1,016E+01	1,015E-02	0,000E+00	0,000E+00	
1,020E+01	1,014E-02	0,000E+00	0,000E+00	
1,024E+01	1,011E-02	0,000E+00	0,000E+00	
1,028E+01	1,006E-02	0,000E+00	0,000E+00	
1,032E+01	9,992E-03	0,000E+00	0,000E+00	
1,036E+01	9,914E-03	0,000E+00	0,000E+00	
1,040E+01	9,829E-03	0,000E+00	0,000E+00	
1,044E+01	9,741E-03	0,000E+00	0,000E+00	
1,048E+01	9,655E-03	0,000E+00	0,000E+00	
1,052E+01	9,576E-03	0,000E+00	0,000E+00	
1,056E+01	9,508E-03	0,000E+00	0,000E+00	
1,060E+01	9,452E-03	0,000E+00	0,000E+00	
1,064E+01	9,410E-03	0,000E+00	0,000E+00	
1,068E+01	9,382E-03	0,000E+00	0,000E+00	
1,072E+01	9,368E-03	0,000E+00	0,000E+00	
1,076E+01	9,368E-03	0,000E+00	0,000E+00	
1,080E+01	9,382E-03	0,000E+00	0,000E+00	
1,084E+01	9,407E-03	0,000E+00	0,000E+00	
1,088E+01	9,445E-03	0,000E+00	0,000E+00	
1,092E+01	9,495E-03	0,000E+00	0,000E+00	
1,096E+01	9,555E-03	0,000E+00	0,000E+00	
1,100E+01	9,624E-03	0,000E+00	0,000E+00	
1,104E+01	9,698E-03	0,000E+00	0,000E+00	
1,108E+01	9,776E-03	0,000E+00	0,000E+00	
1,112E+01	9,853E-03	0,000E+00	0,000E+00	
1,116E+01	9,924E-03	0,000E+00	0,000E+00	
1,120E+01	9,987E-03	0,000E+00	0,000E+00	
1,124E+01	1,004E-02	0,000E+00	0,000E+00	
1,128E+01	1,007E-02	0,000E+00	0,000E+00	
1,132E+01	1,009E-02	0,000E+00	0,000E+00	
1,136E+01	1,010E-02	0,000E+00	0,000E+00	
1,140E+01	1,010E-02	0,000E+00	0,000E+00	
1,144E+01	1,008E-02	0,000E+00	0,000E+00	
1,148E+01	1,006E-02	0,000E+00	0,000E+00	
1,152E+01	1,004E-02	0,000E+00	0,000E+00	
1,156E+01	1,002E-02	0,000E+00	0,000E+00	
1,160E+01	1,001E-02	0,000E+00	0,000E+00	
1,164E+01	9,997E-03	0,000E+00	0,000E+00	
1,168E+01	9,994E-03	0,000E+00	0,000E+00	
1,172E+01	9,998E-03	0,000E+00	0,000E+00	
1,176E+01	1,001E-02	0,000E+00	0,000E+00	
1,180E+01	1,002E-02	0,000E+00	0,000E+00	
1,184E+01	1,004E-02	0,000E+00	0,000E+00	
1,188E+01	1,006E-02	0,000E+00	0,000E+00	
1,192E+01	1,008E-02	0,000E+00	0,000E+00	
1,196E+01	1,010E-02	0,000E+00	0,000E+00	
1,200E+01	1,012E-02	0,000E+00	0,000E+00	
1,204E+01	1,013E-02	0,000E+00	0,000E+00	
1,208E+01	1,013E-02	0,000E+00	0,000E+00	
1,212E+01	1,012E-02	0,000E+00	0,000E+00	
1,216E+01	1,011E-02	0,000E+00	0,000E+00	
1,220E+01	1,008E-02	0,000E+00	0,000E+00	
1,224E+01	1,005E-02	0,000E+00	0,000E+00	
1,228E+01	1,002E-02	0,000E+00	0,000E+00	
1,232E+01	9,982E-03	0,000E+00	0,000E+00	
1,236E+01	9,947E-03	0,000E+00	0,000E+00	
1,240E+01	9,916E-03	0,000E+00	0,000E+00	
1,244E+01	9,891E-03	0,000E+00	0,000E+00	
1,248E+01	9,875E-03	0,000E+00	0,000E+00	
1,252E+01	9,868E-03	0,000E+00	0,000E+00	
1,256E+01	9,870E-03	0,000E+00	0,000E+00	
1,260E+01	9,878E-03	0,000E+00	0,000E+00	
1,264E+01	9,892E-03	0,000E+00	0,000E+00	
1,268E+01	9,908E-03	0,000E+00	0,000E+00	
1,272E+01	9,924E-03	0,000E+00	0,000E+00	
1,276E+01	9,939E-03	0,000E+00	0,000E+00	
1,280E+01	9,951E-03	0,000E+00	0,000E+00	
1,284E+01	9,958E-03	0,000E+00	0,000E+00	
1,288E+01	9,959E-03	0,000E+00	0,000E+00	
1,292E+01	9,955E-03	0,000E+00	0,000E+00	
1,296E+01	9,945E-03	0,000E+00	0,000E+00	
1,300E+01	9,929E-03	0,000E+00	0,000E+00	
1,304E+01	9,908E-03	0,000E+00	0,000E+00	
1,308E+01	9,882E-03	0,000E+00	0,000E+00	
1,312E+01	9,853E-03	0,000E+00	0,000E+00	
1,316E+01	9,821E-03	0,000E+00	0,000E+00	
1,320E+01	9,789E-03	0,000E+00	0,000E+00	
1,324E+01	9,756E-03	0,000E+00	0,000E+00	
1,328E+01	9,727E-03	0,000E+00	0,000E+00	
1,332E+01	9,701E-03	0,000E+00	0,000E+00	
1,336E+01	9,681E-03	0,000E+00	0,000E+00	
1,340E+01	9,668E-03	0,000E+00	0,000E+00	
1,344E+01	9,664E-03	0,000E+00	0,000E+00	
1,348E+01	9,670E-03	0,000E+00	0,000E+00	
1,352E+01	9,684E-03	0,000E+00	0,000E+00	
1,356E+01	9,707E-03	0,000E+00	0,000E+00	
1,360E+01	9,735E-03	0,000E+00	0,000E+00	
1,364E+01	9,768E-03	0,000E+00	0,000E+00	
1,368E+01	9,801E-03	0,000E+00	0,000E+00	
1,372E+01	9,833E-03	0,000E+00	0,000E+00	
1,376E+01	9,859E-03	0,000E+00	0,000E+00	
1,380E+01	9,878E-03	0,000E+00	0,000E+00	
1,384E+01	9,889E-03	0,000E+00	0,000E+00	
1,388E+01	9,890E-03	0,000E+00	0,000E+00	
1,392E+01	9,883E-03	0,000E+00	0,000E+00	
1,396E+01	9,868E-03	0,000E+00	0,000E+00	
1,400E+01	9,847E-03	0,000E+00	0,000E+00	
1,404E+01	9,822E-03	0,000E+00	0,000E+00	
1,408E+01	9,794E-03	0,000E+00	0,000E+00	
1,412E+01	9,766E-03	0,000E+00	0,000E+00	
1,416E+01	9,737E-03	0,000E+00	0,000E+00	
1,420E+01	9,710E-03	0,000E+00	0,000E+00	
1,424E+01	9,684E-03	0,000E+00	0,000E+00	
1,428E+01	9,658E-03	0,000E+00	0,000E+00	
1,432E+01	9,634E-03	0,000E+00	0,000E+00	
1,436E+01	9,610E-03	0,000E+00	0,000E+00	
1,440E+01	9,586E-03	0,000E+00	0,000E+00	
1,444E+01	9,564E-03	0,000E+00	0,000E+00	
1,448E+01	9,543E-03	0,000E+00	0,000E+00	
1,452E+01	9,525E-03	0,000E+00	0,000E+00	
1,456E+01	9,513E-03	0,000E+00	0,000E+00	
1,460E+01	9,507E-03	0,000E+00	0,000E+00	
1,464E+01	9,510E-03	0,000E+00	0,000E+00	
1,468E+01	9,523E-03	0,000E+00	0,000E+00	
1,472E+01	9,547E-03	0,000E+00	0,000E+00	
1,476E+01	9,580E-03	0,000E+00	0,000E+00	
1,480E+01	9,623E-03	0,000E+00	0,000E+00	
1,484E+01	9,672E-03	0,000E+00	0,000E+00	
1,488E+01	9,727E-03	0,000E+00	0,000E+00	
1,492E+01	9,782E-03	0,000E+00	0,000E+00	
1,496E+01	9,837E-03	0,000E+00	0,000E+00	
1,500E+01	9,887E-03	0,000E+00	0,000E+00	
1,504E+01	9,931E-03	0,000E+00	0,000E+00	
1,508E+01	9,966E-03	0,000E+00	0,000E+00	
1,512E+01	9,991E-03	0,000E+00	0,000E+00	
1,516E+01	1,001E-02	0,000E+00	0,000E+00	
1,520E+01	1,001E-02	0,000E+00	0,000E+00	
1,524E+01	9,998E-03	0,000E+00	0,000E+00	
1,528E+01	9,977E-03	0,000E+00	0,000E+00	
1,532E+01	9,948E-03	0,000E+00	0,000E+00	
1,536E+01	9,912E-03	0,000E+00	0,000E+00	
1,540E+01	9,873E-03	0,000E+00	0,000E+00	
1,544E+01	9,834E-03	0,000E+00	0,000E+00	
1,548E+01	9,796E-03	0,000E+00	0,000E+00	
1,552E+01	9,765E-03	0,000E+00	0,000E+00	
1,556E+01	9,740E-03	0,000E+00	0,000E+00	
1,560E+01	9,723E-03	0,000E+00	0,000E+00	
1,564E+01	9,716E-03	0,000E+00	0,000E+00	
1,568E+01	9,715E-03	0,000E+00	0,000E+00	
1,572E+01	9,722E-03	0,000E+00	0,000E+00	
1,576E+01	9,733E-03	0,000E+00	0,000E+00	
1,580E+01	9,746E-03	0,000E+00	0,000E+00	
1,584E+01	9,759E-03	0,000E+00	0,000E+00	
1,588E+01	9,770E-03	0,000E+00	0,000E+00	
1,592E+01	9,776E-03	0,000E+00	0,000E+00	
1,596E+01	9,777E-03	0,000E+00	0,000E+00	
1,600E+01	9,771E-03	0,000E+00	0,000E+00	
1,604E+01	9,758E-03	0,000E+00	0,000E+00	
1,608E+01	9,739E-03	0,000E+00	0,000E+00	
1,612E+01	9,714E-03	0,000E+00	0,000E+00	
1,616E+01	9,685E-03	0,000E+00	0,000E+00	
1,620E+01	9,653E-03	0,000E+00	0,000E+00	
1,624E+01	9,619E-03	0,000E+00	0,000E+00	
1,628E+01	9,584E-03	0,000E+00	0,000E+00	
1,632E+01	9,549E-03	0,000E+00	0,000E+00	
1,636E+01	9,516E-03	0,000E+00	0,000E+00	
1,640E+01	9,486E-03	0,000E+00	0,000E+00	
1,644E+01	9,459E-03	0,000E+00	0,000E+00	
1,648E+01	9,436E-03	0,000E+00	0,000E+00	
1,652E+01	9,418E-03	0,000E+00	0,000E+00	
1,656E+01	9,406E-03	0,000E+00	0,000E+00	
1,660E+01	9,399E-03	0,000E+00	0,000E+00	
1,664E+01	9,398E-03	0,000E+00	0,000E+00	
1,668E+01	9,401E-03	0,000E+00	0,000E+00	
1,672E+01	9,410E-03	0,000E+00	0,000E+00	
1,676E+01	9,422E-03	0,000E+00	0,000E+00	
1,680E+01	9,437E-03	0,000E+00	0,000E+00	
1,684E+01	9,454E-03	0,000E+00	0,000E+00	
1,688E+01	9,472E-03	0,000E+00	0,000E+00	
1,692E+01	9,487E-03	0,000E+00	0,000E+00	
1,696E+01	9,500E-03	0,000E+00	0,000E+00	
1,700E+01	9,508E-03	0,000E+00	0,000E+00	
1,704E+01	9,510E-03	0,000E+00	0,000E+00	
1,708E+01	9,506E-03	0,000E+00	0,000E+00	
1,712E+01	9,494E-03	0,000E+00	0,000E+00	
1,716E+01	9,476E-03	0,000E+00	0,000E+00	
1,720E+01	9,454E-03	0,000E+00	0,000E+00	
1,724E+01	9,428E-03	0,000E+00	0,000E+00	
1,728E+01	9,403E-03	0,000E+00	0,000E+00	
1,732E+01	9,380E-03	0,000E+00	0,000E+00	
1,736E+01	9,361E-03	0,000E+00	0,000E+00	
1,740E+01	9,348E-03	0,000E+00	0,000E+00	
1,744E+01	9,341E-03	0,000E+00	0,000E+00	
1,748E+01	9,340E-03	0,000E+00	0,000E+00	
1,752E+01	9,346E-03	0,000E+00	0,000E+00	
1,756E+01	9,357E-03	0,000E+00	0,000E+00	
1,760E+01	9,374E-03	0,000E+00	0,000E+00	
1,764E+01	9,395E-03	0,000E+00	0,000E+00	
1,768E+01	9,422E-03	0,000E+00	0,000E+00	
1,772E+01	9,454E-03	0,000E+00	0,000E+00	
1,776E+01	9,493E-03	0,000E+00	0,000E+00	
1,780E+01	9,537E-03	0,000E+00	0,000E+00	
1,784E+01	9,588E-03	0,000E+00	0,000E+00	
1,788E+01	9,643E-03	0,000E+00	0,000E+00	
1,792E+01	9,700E-03	0,000E+00	0,000E+00	
1,796E+01	9,756E-03	0,000E+00	0,000E+00	
1,800E+01	9,808E-03	0,000E+00	0,000E+00	
1,804E+01	9,851E-03	0,000E+00	0,000E+00	
1,808E+01	9,883E-03	0,000E+00	0,000E+00	
1,812E+01	9,900E-03	0,000E+00	0,000E+00	
1,816E+01	9,902E-03	0,000E+00	0,000E+00	
1,820E+01	9,888E-03	0,000E+00	0,000E+00	
1,824E+01	9,860E-03	0,000E+00	0,000E+00	
1,828E+01	9,821E-03	0,000E+00	0,000E+00	
1,832E+01	9,774E-03	0,000E+00	0,000E+00	
1,836E+01	9,722E-03	0,000E+00	0,000E+00	
1,840E+01	9,670E-03	0,000E+00	0,000E+00	
1,844E+01	9,621E-03	0,000E+00	0,000E+00	
1,848E+01	9,576E-03	0,000E+00	0,000E+00	
1,852E+01	9,539E-03	0,000E+00	0,000E+00	
1,856E+01	9,510E-03	0,000E+00	0,000E+00	
1,860E+01	9,491E-03	0,000E+00	0,000E+00	
1,864E+01	9,482E-03	0,000E+00	0,000E+00	
1,868E+01	9,482E-03	0,000E+00	0,000E+00	
1,872E+01	9,492E-03	0,000E+00	0,000E+00	
