#	Temperatur 7 (°C)	Temperatur 8 (°C)
390	35.50	31.84
391	35.61	31.84
392	35.72	31.84
393	35.83	31.83
394	35.93	31.83
395	36.04	31.83
396	36.14	31.83
397	36.23	31.82
398	36.32	31.82
399	36.42	31.82
400	36.50	31.83
401	36.59	31.83
402	36.67	31.83
403	36.76	31.84
404	36.84	31.85
405	36.90	31.85
406	36.97	31.86
407	37.04	31.87
408	37.10	31.88
409	37.16	31.89
410	37.22	31.90
411	37.28	31.91
412	37.33	31.93
413	37.38	31.94
414	37.42	31.95
415	37.46	31.97
416	37.51	31.98
417	37.54	32.00
418	37.57	32.02
419	37.60	32.02
420	37.62	32.04
421	37.65	32.05
422	37.67	32.07
423	37.70	32.09
424	37.71	32.11
425	37.73	32.12
426	37.75	32.13
427	37.75	32.15
428	37.73	32.18
429	37.71	32.19
430	37.67	32.21
431	37.61	32.23
432	37.55	32.24
433	37.48	32.26
434	37.39	32.27
435	37.31	32.29
436	37.22	32.30
437	37.13	32.31
438	37.04	32.33
439	36.94	32.34
440	36.85	32.35
441	36.76	32.36
442	36.67	32.38
443	36.58	32.39
444	36.49	32.40
445	36.39	32.41
446	36.31	32.41
447	36.21	32.42
448	36.14	32.41
449	36.05	32.41
450	35.98	32.41
451	35.90	32.42
452	35.82	32.42
453	35.75	32.43
454	35.68	32.43
455	35.61	32.44
456	35.54	32.43
457	35.48	32.44
458	35.42	32.43
459	35.36	32.43
460	35.30	32.43
461	35.25	32.42
462	35.19	32.42
463	35.14	32.42
464	35.08	32.41
465	35.03	32.41
466	34.98	32.40
467	34.93	32.39
468	34.89	32.39
469	34.84	32.38
470	34.80	32.38
471	34.76	32.36
472	34.71	32.35
473	34.67	32.33
474	34.63	32.32
475	34.59	32.31
476	34.55	32.29
477	34.51	32.27
478	34.47	32.25
479	34.46	32.25
480	34.47	32.24
481	34.50	32.22
482	34.56	32.21
483	34.63	32.20
484	34.70	32.18
485	34.77	32.17
486	34.87	32.15
487	34.95	32.13
488	35.05	32.12
489	35.15	32.11
490	35.26	32.10
491	35.36	32.09
492	35.46	32.08
493	35.57	32.07
494	35.66	32.07
495	35.76	32.07
496	35.85	32.06
497	35.95	32.05
498	36.04	32.05
499	36.13	32.05
500	36.22	32.05
501	36.30	32.05
502	36.39	32.05
503	36.46	32.05
504	36.54	32.05
505	36.61	32.05
506	36.68	32.06
507	36.76	32.07
508	36.83	32.07
509	36.89	32.07
510	36.95	32.06
511	37.01	32.08
512	37.07	32.08
513	37.14	32.09
514	37.20	32.10
515	37.26	32.11
516	37.31	32.12
517	37.35	32.13
518	37.41	32.14
519	37.46	32.16
520	37.50	32.17
521	37.54	32.18
522	37.58	32.19
523	37.62	32.20
524	37.66	32.21
525	37.70	32.22
526	37.74	32.25
527	37.77	32.26
528	37.80	32.27
529	37.81	32.29
530	37.79	32.30
531	37.77	32.32
532	37.72	32.33
533	37.66	32.35
534	37.59	32.36
535	37.52	32.38
536	37.42	32.38
537	37.34	32.39
538	37.23	32.39
539	37.15	32.41
540	37.06	32.42
541	36.96	32.43
542	36.87	32.44
543	36.78	32.46
544	36.68	32.47
545	36.59	32.47
546	36.49	32.48
547	36.41	32.48
548	36.33	32.49
549	36.24	32.49
550	36.16	32.50
551	36.08	32.50
552	36.01	32.50
553	35.93	32.51
