x-axis,1
second,Volt
-10.0000E-03,
-9.4800E-03,
-8.9600E-03,
-8.4400E-03,
-7.9200E-03,-3.0151E-03
-7.4000E-03,-15.5779E-03
-6.8800E-03,-4.5226E-03
-6.3600E-03,-6.0302E-03
-5.8400E-03,-1.5075E-03
-5.3200E-03,-3.0151E-03
-4.8000E-03,+7.5377E-03
-4.2800E-03,-9.5477E-03
-3.7600E-03,-1.5075E-03
-3.2400E-03,-1.5075E-03
-2.7200E-03,-4.5226E-03
-2.2000E-03,+0.0E+00
-1.6800E-03,-1.5075E-03
-1.1600E-03,-9.5477E-03
-640.0E-06,-9.5477E-03
-120.0E-06,-8.0402E-03
+400.0E-06,+586.4322E-03
+920.0E-06,+382.4121E-03
+1.4400E-03,+157.2864E-03
+1.9600E-03,-30.1508E-03
+2.4800E-03,-141.2060E-03
+3.0000E-03,-152.2613E-03
+3.5200E-03,-114.0704E-03
+4.0400E-03,-59.2965E-03
+4.5600E-03,-35.1759E-03
+5.0800E-03,-1.5075E-03
+5.6000E-03,+8.0402E-03
+6.1200E-03,+40.2010E-03
+6.6400E-03,+40.2010E-03
+7.1600E-03,+22.1106E-03
+7.6800E-03,+8.0402E-03
+8.2000E-03,-15.5779E-03
+8.7200E-03,-16.0804E-03
+9.2400E-03,-1.5075E-03
+9.7600E-03,-4.5226E-03
+10.2800E-03,-22.1106E-03
+10.8000E-03,-8.0402E-03
+11.3200E-03,-6.0302E-03
+11.8400E-03,-22.1106E-03
+12.3600E-03,-3.0151E-03
+12.8800E-03,-12.5628E-03
+13.4000E-03,-24.1206E-03
+13.9200E-03,-20.6030E-03
+14.4400E-03,-24.1206E-03
+14.9600E-03,-14.0704E-03
+15.4800E-03,-12.5628E-03
+16.0000E-03,-16.0804E-03
+16.5200E-03,+3.0151E-03
+17.0400E-03,-9.5477E-03
+17.5600E-03,+1.5075E-03
+18.0800E-03,+0.0E+00
+18.6000E-03,+8.0402E-03
+19.1200E-03,+32.1608E-03
+19.6400E-03,+16.0804E-03
+20.1600E-03,+12.5628E-03
+20.6800E-03,-8.0402E-03
+21.2000E-03,-40.2010E-03
+21.7200E-03,-68.8442E-03
+22.2400E-03,-97.9899E-03
+22.7600E-03,-128.6432E-03
+23.2800E-03,-107.5377E-03
+23.8000E-03,-8.0402E-03
+24.3200E-03,+174.8744E-03
+24.8400E-03,+374.3719E-03
+25.3600E-03,+549.7487E-03
+25.8800E-03,+603.0151E-03
+26.4000E-03,+489.9497E-03
+26.9200E-03,+263.3166E-03
+27.4400E-03,+28.6432E-03
+27.9600E-03,-122.1106E-03
+28.4800E-03,-176.8844E-03
+29.0000E-03,-160.3015E-03
+29.5200E-03,-106.0301E-03
+30.0400E-03,-51.2563E-03
+30.5600E-03,-22.1106E-03
+31.0800E-03,+4.5226E-03
+31.6000E-03,+16.0804E-03
+32.1200E-03,+17.5879E-03
+32.6400E-03,+30.1508E-03
+33.1600E-03,+17.5879E-03
+33.6800E-03,+8.0402E-03
+34.2000E-03,-15.5779E-03
+34.7200E-03,-11.0553E-03
+35.2400E-03,-6.0302E-03
+35.7600E-03,-8.0402E-03
+36.2800E-03,-12.5628E-03
+36.8000E-03,-16.0804E-03
+37.3200E-03,-11.0553E-03
+37.8400E-03,-16.0804E-03
+38.3600E-03,-12.5628E-03
+38.8800E-03,-12.5628E-03
+39.4000E-03,+0.0E+00
+39.9200E-03,-11.0553E-03
+40.4400E-03,-27.1357E-03
+40.9600E-03,-25.6281E-03
+41.4800E-03,-1.5075E-03
+42.0000E-03,-16.0804E-03
+42.5200E-03,-11.0553E-03
+43.0400E-03,+0.0E+00
+43.5600E-03,-11.0553E-03
+44.0800E-03,+4.5226E-03
+44.6000E-03,+23.6181E-03
+45.1200E-03,+32.1608E-03
+45.6400E-03,+38.1910E-03
+46.1600E-03,+30.1508E-03
+46.6800E-03,+1.5075E-03
+47.2000E-03,-23.6181E-03
+47.7200E-03,-54.2714E-03
+48.2400E-03,-92.9648E-03
+48.7600E-03,-133.1658E-03
+49.2800E-03,-163.8191E-03
+49.8000E-03,-128.1407E-03
+50.3200E-03,+3.0151E-03
+50.8400E-03,+217.0854E-03
+51.3600E-03,+430.6533E-03
+51.8800E-03,+588.4422E-03
+52.4000E-03,+562.3116E-03
+52.9200E-03,+405.0251E-03
+53.4400E-03,+194.4724E-03
+53.9600E-03,-19.0955E-03
+54.4800E-03,-118.5930E-03
+55.0000E-03,-144.7236E-03
+55.5200E-03,-115.5779E-03
+56.0400E-03,-73.8693E-03
+56.5600E-03,-36.6834E-03
+57.0800E-03,-16.0804E-03
+57.6000E-03,+8.0402E-03
+58.1200E-03,+17.5879E-03
+58.6400E-03,+16.0804E-03
+59.1600E-03,+28.6432E-03
+59.6800E-03,+12.5628E-03
+60.2000E-03,-8.0402E-03
+60.7200E-03,-12.5628E-03
+61.2400E-03,-17.5879E-03
+61.7600E-03,-1.5075E-03
+62.2800E-03,-3.0151E-03
+62.8000E-03,-16.0804E-03
+63.3200E-03,-14.0704E-03
+63.8400E-03,-11.0553E-03
+64.3600E-03,-22.1106E-03
+64.8800E-03,-19.0955E-03
+65.4000E-03,-23.6181E-03
+65.9200E-03,-27.1357E-03
+66.4400E-03,-24.1206E-03
+66.9600E-03,-12.5628E-03
+67.4800E-03,-9.5477E-03
+68.0000E-03,-8.0402E-03
+68.5200E-03,+0.0E+00
+69.0400E-03,-12.5628E-03
+69.5600E-03,-8.0402E-03
+70.0800E-03,-8.0402E-03
+70.6000E-03,+16.0804E-03
+71.1200E-03,+20.6030E-03
+71.6400E-03,+17.5879E-03
+72.1600E-03,+24.1206E-03
+72.6800E-03,-11.0553E-03
+73.2000E-03,-31.6583E-03
+73.7200E-03,-48.2412E-03
+74.2400E-03,-97.9899E-03
+74.7600E-03,-122.1106E-03
+75.2800E-03,-139.6985E-03
+75.8000E-03,-64.3216E-03
+76.3200E-03,+94.4724E-03
+76.8400E-03,+318.0904E-03
+77.3600E-03,+508.0402E-03
+77.8800E-03,+576.8844E-03
+78.4000E-03,+489.9497E-03
+78.9200E-03,+290.9548E-03
+79.4400E-03,+52.7638E-03
+79.9600E-03,-99.4975E-03
+80.4800E-03,-162.3116E-03
+81.0000E-03,-160.3015E-03
+81.5200E-03,-104.5226E-03
+82.0400E-03,-49.7487E-03
+82.5600E-03,-16.0804E-03
+83.0800E-03,-4.5226E-03
+83.6000E-03,+31.6583E-03
+84.1200E-03,+36.6834E-03
